System,Setting,Bucket,Theme,Tweet,anno_1,anno_2,Agree,tiebreak_1,tiebreak_2,,,,,,,,
Pacheco,Sync,25-50,OilAndGasSupportJobs,"Thanks to a generous family foundation, all donations will be matched and will support the efforts of EDF. With your help, we can work to create a healthier, more sustainable future. Donate now to join us and be part of a movement for transformational change.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,AntiFossilFuelInfrastructure,Big oil and gas companies are forcing American families to choose between groceries or their energy bill this winter while they line their pockets.,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,CleanOilAndGas,"CA already imports 70% of the oil & gas we use, and now some Sacramento politicians want to get rid of local production entirely— that means even more foreign oil imports and higher gas prices for all Californians. SB-467 is a costly bill that would kill thousands of local blue-collar jobs.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,GreenEnergyCapacity,"""Racial justice is Climate justice. Environmental justice. Economic justice. These are all elements of the same thing – a healthy, hospitable, and sustainable future that includes us all. While we work for justice in the courts, our community is taking action toward a renewable energy future for Standing Rock. That future begins with SAGE Development Authority and its inaugural project: a 235MW wind farm named Anpetu Wi."" - Joseph McNeil, Jr

Read Joe's recent guest blog post on Renewable Energy Buyers Alliance's website: 

#renewableenergy #renewable #greenenergy #environmentaljustice

https://rebuyers.org/blog/reba-member-highlight-standing-rock-sioux-tribe/. ",1,0,FALSE,,0,,,,,,,,
Pacheco,Sync,25-50,CutMethane,"Data from the latest Oklahoma Energy Index proves our industry is officially in recovery mode! As oil and natural gas prices improve, rig count is on the rise and industry employment is holding steady. 

Learn more insights 👉 https://bit.ly/2Uen7MV. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,CommerceCityDemocrats,"""Political persecution: In political conflict, this strongly increases the likelihood of state repression. 

States so often engage in repressive behaviors in times of civil conflict that the relationship between these two phenomena has been termed the ""Law of Coercive Responsiveness"". 

When their authority or legitimacy is threatened, regimes respond by overtly or covertly suppressing dissidents to eliminate the behavioral threat. State repression subsequently affects dissident mobilization, though the direction of this effect is still an open question. 

Replace ""States"" with ""School Boards"" and you will understand how a biased Police Chief ginned up charges, for political purposes, in order to arrest the school district's most vocal and successful opposition leader. 

Click on this link: Https://Stafford.ohiostandyourground.com

Watch the videos and listen to the truth, in their own words of how this ""conspiracy to arrest"" was manufactured by the Police officers and Detective involved, including the Police Chief.

It is the opinion of some, that this ""political prosecution,"" coming from this Police Chief, is all about keeping me from running for school board in November. There is talk he is doing the dirty work of those within the power structure of our school district.

The BIG question: Is this the ""FOP member"" the School Board Attorney, Tabitha Justice, threatened to use in her letter to me? 

Does this explain why the Sugarcreek Police Department and the Greene County Prosecutors have refused to do anything about the actual assault, attempted assaults, threats of violence, harassment, and targeted cyberattacks against me, my family, and my business by the Vote yes Pac members?",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,RestoreVirginia,"Some PA state lawmakers are forcing an old debate that would keep the Keystone State stuck in the polluting past — not doing its part to protect its own residents, nor its fair share for the rest of the world. PA should join #RGGI and #ActOnClimate. Read more from Philadelphia Inquirer:. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,ThankRepForBuildBackBetter,"Rep. McBath, thanks for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. Now is our time to get it done.",1,0,FALSE,,1,,,,,,,,
Pacheco,Sync,25-50,BellbrookTaxRevolt,"The Rhode Island Republican Party has filed a complaint against Gov. Dan McKee’s chief of staff, Tony Silva, claiming Silva violated the state’s ethics code when he failed to disclose his financial interest in a controversial wetlands property in Cumberland.

The state GOP is filing the complaint with the R.I. Ethics Commission, accusing the governor’s top aide of not disclosing his financial ties to the 45 Canning St. property between 2017 and 2020. The complaint comes one day after Target 12 first reported Silva directly intervened with the Cumberland mayor earlier this year in an effort to get the controversial wetlands property developed, long after he claimed he no longer had a financial interest in the lot.

“Although Mr. Silva admits he had a financial interest in the 45 Canning Street [lot] from 2017 through 2020, in financial disclosure reports for that time period, Mr. Silva never disclosed he had a financial interest in 45 Canning Street property,” Republican leaders wrote in a news release.

The group pointed to a state law that requires certain public officials to regularly disclose their financial activities, including “a listing of all real property in which a financial interest was held.”

Silva had been trying to develop the property since 2017 when he received an option to buy it if regulatory permits for development were obtained. The R.I. Department of Environmental Management initially rejected permit requests in 2019, but reversed that decision this year. Development of the wetlands property has been opposed by neighbors and the town for years.

Silva claims he transferred his financial interest in the property to his son, Ross Silva, in April 2020, saying has documentation to prove it, although he hasn’t yet provided it.

As the top aide to McKee since the start of 2015, Silva is required to annually disclose his financial interests in various properties and business ventures. A Target 12 review of Silva’s disclosure forms between 2017 and 2020 shows no mention of the property at 45 Canning St. (In 2019, he did list a financial interest in a property on the same road, at 114 Canning St.)

In addition to the ethics complaint, the GOP is calling on R.I. Attorney General Peter Neronha to investigate Silva’s decision to try and influence development of the property. New documents released under an Access to Public Records Act request show Silva asked to meet with with Cumberland officials regarding the development last September, months after he supposedly gave up any financial interest in the project.

This past March, the month Silva became chief of staff in the governor’s office, he asked Cumberland Mayor Jeff Mutter for an unscheduled meeting, and the mayor claims Silva asked him not to oppose the Canning Street development.

In a text to the mayor afterward, Silva indicated he had spoken to his wife and they were “going to allow my son Ross” to buy the lot.

“Therefore I won’t be connected to it at all at the time of sale,” Silva wrote. “Hopefully this will make it easier for you at Town Hall.”

Silva’s son bought the property in July, which he has since said he will donate to the town. The governor’s chief of staff nonetheless has denied he tried to influence the deal in any way.

“I want to emphasize that at no time did I intervene on my behalf or anyone else regarding the property,” Silva wrote Monday to Target 12. “NEVER EVER.”

Silva did not respond to multiple questions about whether he thought it was appropriate to be discussing the deal with local decisionmakers given his position of power with the state. The state’s GOP said the whole issue is reason enough for an outside review.

“We have no confidence that weak Governor McKee, who himself was previously fined by the Ethics Commission, would undertake a thorough investigation of his chief staff’s dubious activities,” the party wrote. “Therefore, we ask the Attorney General to investigate the Cumberland land deal orchestrated by Mr. Silva.”

Beyond the Republican Party, the Canning Street controversy has also drawn criticism from McKee’s political opponents within his own party. R.I. Secretary of State Nellie Gorbea, a Democrat who has announced she’s running against McKee in next year’s primary, took to Twitter to question McKee’s involvement.

“What did Governor McKee know about this and when did he know it?” she wrote. “It is unacceptable for local government to be pressured by those in power for private gain.”

Mutter said this week he reached out to McKee following a Target 12 report on the Canning Street controversy earlier this month, telling the governor about Silva’s meetings. Mutter claims the governor wasn’t aware of the ongoing discussions prior. McKee has not yet commented on the latest developments. 

https://www.wpri.com/target-12/ri-gop-files-ethics-complaint-against-mckee-chief-of-staff-calls-for-investigation/. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,BellbrookWokeRadicals,"“Growing up, I thought that this was just all normal—but getting used to that oil and gas smell isn’t normal. Having headaches, nosebleeds, very dry skin, high rates of asthma, all of that is not normal.” - Jesus Alonso, Clean Water Action Organizer 

Jesus advocates for the protections & safety of communities impacted by gas/oil extraction in California such as his own community of Lamont. He's a powerful advocate & leader in this movement.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,GreenEnergySupportsCommunities,Tell Congress to support America’s renewable energy workers and communities.,0,1,FALSE,,0,,,,,,,,
Pacheco,Sync,25-50,NuclearEnergyProvidesTaxRevenue,"A strong nuclear energy sector allows our nation to set international rules for using nuclear technology. To learn how nuclear power is helping to maintain our national security, sign up for emails today.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,TellRepToNotRaiseOilGasTaxes,How big of an impact does oil and natural gas have on Ohio economy? Take the quiz today!,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,OilAndGasProvidesWages,"Still interested in all things natural gas, ESG and sustainability? Sign up for our Newsletter and be the first to know about these emerging technologies.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,CelebrateBuildBackBetter,This 5th grader thinks nuclear power is essential in Illinois for one BIG reason. Click to find out what it is!,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,ClimateChangeMovements,"Since one of the top 5 ways to fight climate change is to eliminate one long-distance flight, I’m taking the #InspireClimateAction challenge and canceling my flight to New York City to try to find a more environmentally-friendly way to get there.
___
But alas, as I soon discovered, getting there was going to be a little more challenging than I initially thought.
___
Thankfully a more practical way to fight climate change is by switching your energy supplier to Inspire Clean Energy. Just 3 weeks of Inspire is equivalent to taking one less cross-country flight. So while you still may have to fly, you can at least reduce your carbon emissions by accessing renewable energy for your home. Head over to @InspireCleanEnergy or click the link in my bio for more details. #InspirePartner. ",0,1,FALSE,,1,,,,,,,,
Pacheco,Sync,25-50,ClimateChangeDonations,"𝐴 𝑑𝑒𝑎𝑑 𝑤ℎ𝑎𝑙𝑒 𝑤𝑎𝑠ℎ𝑒𝑠 𝑢𝑝 𝑜𝑛 𝑠ℎ𝑜𝑟𝑒 𝑤𝑖𝑡ℎ 𝑖𝑡𝑠 𝑠𝑡𝑜𝑚𝑎𝑐ℎ 𝑓𝑢𝑙𝑙 𝑜𝑓 𝑝𝑙𝑎𝑠𝑡𝑖𝑐.

Unfortunately, this scenario happens to a SHOCKING number of marine animals each day. That’s because Big Oil & Gas is responsible for over 99% of plastics AND remains the dominant cause of climate change, leading to pollution, loss of marine habitats and the collapse of food systems. 

We’re calling for immediate action, but we still need 2,160 more people to stand with us. Will you sign our petition before midnight to protect whales from plastics produced by Big Oil & Gas?",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,OilAndGasTaxesBad,Contact the administration today.  Ask regulators to keep gas prices affordable.  Tell them to keep Line 5 open.,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,LawmakersAndOilAndGas,"Biden faced his first test on the Dakota Access Pipeline. He flunked. The administration is allowing DAPL to continue pumping crude oil through the Standing Rock Sioux’s ancestral lands and drinking water, putting our climate at further risk. 

It's clear we must do more to hold our leaders accountable. Tell Biden: reverse course and shut down DAPL! http://sc.org/2OpNlcL. ",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,RenewableEnergyPromotionAndGrowth,"Edgefield County will be a leader in clean energy and energy independence with Caddis Solar, a proposed solar farm that would supply enough power to serve more than 10,000 homes!",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,CleanEnergyPromotion,"Energy independence must be a priority, not just for the environment, but for our national security. Waging wars across the globe because we are held hostage to oil supplies must be a thing of the past. Policies that simply shift energy production from the U.S. to other, less responsible, nations do nothing to slow climate change — or to improve the quality of life for our own people.

-JSP. ",1,0,FALSE,,1,,,,,,,,
Pacheco,Sync,25-50,RenewableEnergyEconomicBenefits,"Clean energy means high-paying, stable jobs. Offshore wind build can help build a future for your family and your community.",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,PoliticalTraining,"#KYGA21: Override Gov. Beshear's Veto on #HB563!
 
Parents across the state like Akia McNeary, Desirae Caudill and Maria Korte are counting on Kentucky legislators to stand up for Kentucky students and do everything in their power to provide more options in education than ever before! #ParentVoiceforSchoolChoice #SchoolChoice. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,CallToActionAgainstOilAndGasIndustries,"The Gulf oil spill devastated as many as a million birds and their habitat. But a new project, the single-largest ecosystem restoration projection in U.S. history, can help repair the damage done. Speak up now to move this restoration forward and be a voice for birds!",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,CarbonEmissionReduction,"Builders can reduce CO2 by incorporating life cycle-based standards into their design and construction. 

Learn more about the industry’s plan to reduce emissions at shapedbyconcrete.com.",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,OilAndGasBoostEconomy,Oil and natural gas are creating new opportunities for Louisiana workers. Will you sign the pledge to support a strong economy?,1,1,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,PropertyTaxCampaign,"PUBLIC NOTICE: ( This is a long post) Kevin Price, school board member criticizes the Yes Pac and Josh and Diana Pressnell for power grab. 

This page agrees that the Pressnells are out -of-control, working hand-in-hand with Kim McCarthy and Meredith Brinegar.

This alinement of radical progressive socialists is no accident. It is a well laid out campaign plan to get WOKE candidate’s into office in the Bellbrook City Council,Sugarcreek Township Trustee and to take over the Bellbrook school board. 

This elaborate plan has been months in the making and supported by Doug Cozad, School superintendent, and the Bellbrook Teachers Union.

**In his own words Kevin Price wrote the following.  It is worth a read. McCarthy, Pressnells, Brinegar are all tied in together. 

""The Citizens for Sugarcreek Schools PAC page, created to unite the community behind passing a much needed levy, continues to depart from its original purpose and even its newly stated purpose of providing school related information.  

Since the levy passed in May It has been used to promote controversial ideology and most recently to cast things in a more favorable light for 3 candidates. 

The page is run by candidate Josh Pressnell and edited by his wife Diana Pressnell. 

Today I made a comment to a post made by the PAC page editor (Diana Pressnell) about candidate information in which I provided a link to the League of Women Voters’ interview that took place in August.  

My comment was deleted on the PAC page by Diana Pressnell. Interestingly a comment praising Josh Pressnell (likely from a fake FB account) remains. Below is a screen capture of these contrasting posts before mine was deleted. 

Intentionally suppressing information about other candidates by that “neutral” page is unacceptable.

End of Kevin’s Post

************************

Election Watch 21 Editorial comments:
These are the Progressive leaders who have brought hate and Intolerance into our communities and divided our citizens into “haves and has nots.”

This group is a toxic poison of radical ideas which they intent to force their WOKE VALUES upon our families, through the power of the offices they seek.

Do not give them the power and control they desperately seek, not not vote for them.

They are not like you and me.

They are radicals.

They are a threat to all you cherish and hold dear.

God, Family, and Country.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,BuildBackBetterActCampaign,"Rep. McBath, thanks for fighting for clean energy that can power our economy and create good jobs, right here. Now is our time to get it done.",1,0,FALSE,,1,,,,,,,,
Pacheco,Sync,25-50,RightWingCampaigns,"The same people who helped Biden, Harris, the Squad and other leftists get into power are trying to put Beto🤡  in power here in Texas! 

They're sending money from Los Angeles, New York City, and Washington DC - the far-left elite across the country are trying to take OUR state from us.  Will you help us fight back?",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,NuclearPowerOtherBenefits,"It’s clean, affordable, AND it supports lots of good jobs. Those are just a few of the reasons this 8th grader is all-in for nuclear power.",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,25-50,NuclearPowerEconomicBenefits,"Myth: “Government subsidies for renewable energy are expensive and a waste of money!”

Fact: Historically, government subsidies for nuclear and coal energy have been significantly higher than subsidies for renewable energy. Did you know that in 2007, the United States spent over 2.1 billion dollars on subsidies for fossil fuels and nuclear energy, compared to 912 million dollars for a variety of renewable energy? 
https://science.howstuffworks.com/environmental/green-science/5-myths-renewable-energy.htm#pt4. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,DonationMatchingForClimate,We can tackle climate change and meet essential energy needs by working together.,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,DonationMatchingForClimate,"Our economy is struggling. Our climate is at risk. But investing in natural climate solutions for farmers, ranchers, and foresters could turn things around. Act now to call on leaders to support programs that protect birds, restore habitat, and address the threat of climate change.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,AbandonedWells,"Our champions in Congress aren’t afraid to Go Bold. They recognize the challenges we face, address them head on, and work tirelessly to combat climate change, create American jobs, and support a truly electric infrastructure.
 
Thank you, Senator Cortez Masto, for your ongoing support and your work to bolster electric heavy and medium duty vehicles. Now, it's time to finish the job!",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,AbandonedWells,"Your legislator, Representative Alec Garnett, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,GreenEnergyIsCostEffective,"🏡 Home sizes may be increasing but residential emissions are dropping. Residential natural gas customers use half as much #energy today as they did in 1970, thanks to #natgas utilities’ commitment to investing in efficient energy. Learn more.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,GreenEnergyIsCostEffective,"FACT: The Clean Energy Corridor is good for Maine’s environment - Removing more than 3 million metric tons of GHG emissions from the region every year. That’s the equivalent of removing 700,000 cars worth of carbon emissions out of our air.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,ClimateEmergency,"Together, moms across the country are banding together and tackling the issue that most threatens their children’s future: climate change. Join them today.",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,ClimateEmergency,Talking about climate change is HARD. This toolkit can help you have the much-needed conversations with your kids and teens.,0,1,FALSE,,0,,,,,,,,
Pacheco,Sync,50-75,NuclearRevenueSupportsJobs,Increased use of natural gas is the No. 1 reason U.S. power sector CO2 emissions decreased 8% in 2019 and have fallen 33% since peaking in 2007.,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,NuclearRevenueSupportsJobs,"Always proactively innovating, Texas oil and gas producers are committed to working collaboratively to develop our state’s natural resources while improving environmental performance.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,HazardsOfWells,"Urge the LA City Council to reject any actions that would increase energy prices, increase our reliability on imported foreign oil and eliminate local living wage jobs.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,HazardsOfWells,"ALERT: Texas power demand is hitting highs for the year. Just another reason we need more energy sources, not fewer. That will help keep your bills affordable! Sign the petition if you agree.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,VirginiaConservatives,"“Every year, I am struck by changes we’ve made or enabled,” writes Peter Rosegg, our senior corporate relations specialist.

""Only a few years ago, most generation resources were owned by our company, with a few large independent power producers, mostly fossil fuel plants on Oahu. There were very few renewable energy generators, mostly on Maui and the Big Island.""

Read more about this year’s power facts and learn why we are proud of the changes we’ve been making in our latest Medium blog at: http://hwnelec.co/Dn5a50EOHdO.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,VirginiaConservatives,"With so little days left in the session, we need to keep the momentum rolling! SB 83 Local Choice Energy Act, is scheduled in Senate Tax, Business, and Transportation Committee TOMORROW, Tuesday 3/9 starting around 1:30pm. Local Choice Energy opens up New Mexico's electricity markets to competition and puts local communities in control of who supplies their energy. It would allow any local community to pool their electricity demand and create a local utility, who works with the investor owned utility in the service area to transmit and distribute that electricity. NM has two investor-owned (IOU) monopolies and a majority of residents in NM are forced to use PNM and El Paso electric even though we'd rather not pay for their gas, coal, or nuclear energy portfolios. The bill would make it legal for communities and Tribal Nations to create utilities and decide where our energy comes from, produce our own energy, and keep energy dollars circulating in our local and state economies instead of shipping energy profits off to Wall Street.

Check out this great op-ed by Noah - our fearless YUCCA Intern about why energy democracy is so important as we face things like the climate change induced blackouts in TX:
https://www.abqjournal.com/2366568/texas-blackouts-prove-the-need-for-local-choice-energy.html

We need your help to pass this bill by calling and emailing committee members on Senate Tax, Business, and Transportation and tell them to vote YES on SB 83. Below is the contact information for everyone in that committee and we need to ramp up our people power to make sure that we get some of the most important things passed this session and that bills like SB 83 don’t get stuck unscheduled or tabled in committees!

Benny Shendo, Jr. (Chair)
(505) 397-8849
benny.shendo@nmlegis.gov

Michael Padilla (Vice Chair)
(505) 397-8840
michael.padilla@nmlegis.gov

Gay G. Kernan
(505) 986-4274
gay.kernan@nmlegis.gov

Craig W. Brandt
(505) 986-4385
craig.brandt@nmlegis.gov

Ron Griggs
(505) 986-4391
ron.griggs@nmlegis.gov

Carrie Hamblen
(505) 397-8827
carrie.hamblen@nmlegis.gov

Martin Hickey
(505) 397-8828
martin.hickey@nmlegis.gov

Leo Jaramillo
(505) 397-8831
leo.jaramillo@nmlegis.gov

Joshua A. Sanchez
(505) 986-4375
jas4nm@gmail.com

Bill Tallman
(505) 397-8854
bill.tallman@nmlegis.gov

Peter Wirth
(505) 397-8855
peter.wirth@nmlegis.gov. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,DemandClimateActionFromLeaders,Cleveland needs a bold climate leader. Tell Mayor Bibb to declare a climate emergency now!,1,1,TRUE,,,,,,,,,,24531907
Pacheco,Sync,50-75,DemandClimateActionFromLeaders,"Mayor Dyer, it’s time to declare a climate emergency. We need bold climate leaders to protect Orlando.",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,PublicLandExploitation,"NEW REPORT: Crude oil pipelines are a key enabler of the climate crisis and must be addressed as a collective threat. President Biden rightly canceled the Keystone XL pipeline on his first day in office. ❌🛢️❌ But three other equally destructive pipelines still have a green light from the government even though they sidestepped environmental protection laws and put our waterways at risk. Read more about why these pipelines, with all of their similarities, must all be stopped by the Biden administration. ➡️ https://bit.ly/2OlPer0 350.org. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,PublicLandExploitation,“Coloradans have been at the forefront of curbing methane waste and pollution from oil and gas operations and their impact on public health and climate change. So it should come as no surprise the Senator Michael Bennet and Senator John Hickenlooper and Congresswoman Diana DeGette are playing lead roles in advancing federal methane policy.” #CutMethane #copol https://bit.ly/3hxQt2M.,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,GreenEnergyCreatesJobs,"Jennifer is a clean energy worker at the largest solar panel factory in the Western Hemisphere—located in her hometown of Dalton, Georgia. She knows first-hand how investments in clean energy jobs can transform a small town. That's why she wants Congress to invest in millions more. Small communities across the country need the American Jobs Plan.",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,OilAndGasSupportJobs,"⚠️ Stop! We’re running out of time to tackle the climate crisis … and our poll expires in only HOURS!

𝐎𝐍𝐄-𝐐𝐔𝐄𝐒𝐓𝐈𝐎𝐍 𝐒𝐔𝐑𝐕𝐄𝐘: 𝐀𝐫𝐞 𝐲𝐨𝐮 𝐜𝐨𝐧𝐜𝐞𝐫𝐧𝐞𝐝 𝐚𝐛𝐨𝐮𝐭 𝐭𝐡𝐞 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐫𝐢𝐬𝐢𝐬? As we see more and more of the impacts of fossil fuels on our environment – worsening hurricanes, wildfires, flooding, and drought – it’s clear we need concrete solutions. But with only hours until our one-question survey closes, we still haven’t heard from you. The planet is on the line, and we all need to be part of saving it. So please, be one of the 27 voices we still need to hear from before midnight and tell us: 𝐀𝐫𝐞 𝐲𝐨𝐮 𝐜𝐨𝐧𝐜𝐞𝐫𝐧𝐞𝐝 𝐚𝐛𝐨𝐮𝐭 𝐭𝐡𝐞 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐫𝐢𝐬𝐢𝐬?",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,AntiFossilFuelInfrastructure,"“To ensure we have a stable and affordable supply of energy here in the United States, the Biden Administration should support the domestic production of oil and natural gas, ensure the continued production on federal land, work with the industry on sensible and smart methane regulations, and stop calling for higher taxes on the American oil and gas industry."" - Anne Bradbury, CEO, American Exploration & Production Council. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,CleanOilAndGas,"Under a natural gas and oil leasing and development ban, U.S. GDP would decline by a cumulative $700 billion through 2030 and nearly 1 million industry jobs would be lost by 2022. #EnergyConversations. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,GreenEnergyCapacity,Still skeptical about nuclear energy’s role in America’s clean energy future? We’d love to share the facts with you about our nation’s largest source of carbon-free energy. Sign up to learn more. https://bit.ly/NuclearWA.,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,CutMethane,"The warming climate is leading to wetter weather and stronger storms, leading to mounting costs for North Carolina families and businesses. North Carolina communities can’t afford to delay climate action. https://bit.ly/3l3bXok. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,CommerceCityDemocrats,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the Jussie Smollett's guilty verdict, President Biden pressuring Ukraine, what Tulsi Gabbard said about the MSM, and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Alex Clark and Ellie Byrd who will talk about the true meaning of Christmas, 'Tweets of the Week,' Christmas Inflation, dating polls, and more!

The Spillover host Alex Clark sits down with Hostage Negotiator Sergeant Ericka Stropka to discuss the countless lives she has saved!

We will wrap up the show with POPlitics with Alex Clark as she dives into Hillary Clinton's victory speech, David Dobrick, Bill Gates, and more!",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,RestoreVirginia,"Crisis at the Border: Immigration Policy Failures

As conditions at the southern U.S. border continue to deteriorate, the Biden administration is making excuses instead of acting decisively. What can be done to stem the tide of illegal immigration? We’ll discuss real solutions—including building more border wall using stimulus funds.

Speakers

Kevin Roberts, Ph.D. (Moderator) – Executive Director, Texas Public Policy Foundation
John Zadrozny (Panelist) – Senior Fellow, Rule of Law Defense Fund
Alfonso Aguilar (Panelist) – Executive Director, Latino Partnership for Conservative Principles
The Honorable John Hostettler (Panelist) – Vice President of Federal Affairs, States Trust, Texas Public Policy Foundation. ",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,ThankRepForBuildBackBetter,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Speaker Pelosi, for putting California's working families first by voting to create clean energy jobs right here and take on climate change right now.",1,1,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,BellbrookTaxRevolt,"The “infrastructure plan” coming from Washington D.C. includes funding for new commuter rail lines nationally. Some politicians in Concord and Washington plan to use these funds to build a new capital corridor line from Massachusetts to Concord. If built, this will cost Granite State taxpayers $11 million or more in annual operation and management costs.

To pay for these costs, the Department of Transportation suggests new taxes on Granite Staters, including:

-A new $5 vehicle registration fee,

-Increasing property taxes $15.7 million statewide,

-The diversion of 5% of state lottery revenue away from our schools, or

-Hiking gas taxes on those that can least afford the increase.

According to the NHDOT final report on the Nashua-Manchester commuter rail project, “[m]ost state transit funding comes from General Fund appropriations or through traditional taxes and fees, such as motor fuel taxes, sales taxes, and vehicle fees.”

We need your help to let lawmakers know that New Hampshire rejects this commuter rail subsidy boondoggle. Sign our petition to help protect Granite Staters from reckless tax increases and subsidies!",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,BellbrookWokeRadicals,"Now that Hilcorp has managed to stem the production decline at Prudhoe Bay, what’s next? Forbes sat down with Hilcorp founder Jeffery Hilderbrand and asked him how much more oil can the Hilcorp model wring out of Prudhoe Bay? The answer is very good news.

“The limit to most good oilfields comes when someone runs out of good ideas, not when the field runs out of oil,” Jeffery Hildebrand said. “It won’t be one big thing: It won’t be all of a sudden we’ve had this one great idea that’s made Prudhoe Bay different than what it was before. It will be the accumulation of lots and lots of little things driven both at the field level and at the office level that will really make that difference.

“I think there’s a lifetime’s worth of them.” You can read more of the interview here.",0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,GreenEnergySupportsCommunities,Tell Congress to support clean energy tax credits to combat climate change and create clean energy jobs.,1,0,FALSE,,1,,,,,,,,
Pacheco,Sync,50-75,NuclearEnergyProvidesTaxRevenue,Illinois needs its leaders to protect clean air and keep Illinoisans healthy by preserving nuclear power – a vital energy source.,1,0,FALSE,,0,,,,,,,,
Pacheco,Sync,50-75,TellRepToNotRaiseOilGasTaxes,Oil and natural gas can help accelerate Illinois’ economic recovery. Take our quiz to find out how!,0,0,TRUE,,,,,,,,,,
Pacheco,Sync,50-75,OilAndGasProvidesWages,Oil and natural gas play a vital role in our community growth. Now is the time – pledge your support!,0,1,FALSE,,1,,,,,,,,
Pacheco,Sync,50-75,CelebrateBuildBackBetter,"On the path to net zero, we need advocates who are ready to speak up against pollution – and for innovative solutions. Join us to support nuclear power’s pivotal role in combating the climate crisis.",0,0,TRUE,,,,,,,,,,
