ID,System,Setting,Bucket,Theme,Tweet,Anno1,Anno2,Anno3
873,LACA,Sync,25-50,CovidLiberal,Montana becomes the first U.S. state to ban vaccine requirements for employees https://t.co/eZINVJiDrp,,0,0
874,LACA,Sync,25-50,CovidLiberal,"The a @Cubs should be ashamed of themselves for having such a low COVID vaccine percentage as a team. The players are in embarrassment to themselves, the organization and the city of Chicago",,1,1
875,LACA,Sync,25-50,GetAVaccine,"Call me crazy but what if the real reason covid is coming back is cause people aren’t vaccinated, and the the vaccine actually works. It’s almost as if the vaccine was designed to help eliminate wide spread. What do I know though I’m just a construction worker 😂",,1,1
876,LACA,Sync,25-50,GetAVaccine,"UNVACCINATED: If you haven’t yet, would you get the COVID-19 vaccine if you were paid $100? #KAKENews",1,0,1
877,LACA,Sync,25-50,GetAVaccine,@jelenawoehr I give covid vaccines. Make sure the people giving the vaccine is aware beforehand of the problem. Have them go to a real clinic and not a pharmacy. If its like mine they will have emergency resources like Epi right there and a place to lie down.,,1,1
878,LACA,Sync,25-50,GoodNewsAboutVaccines,"@Melissa_VA_757 That I'm alive, got my Covid-19 2nd vaccine last Tues, and that things are now finally, though slowly, going back to normal.",,1,1
879,LACA,Sync,25-50,GoodNewsAboutVaccines,Ooo so now hes going off more about covid being a lab created biological weapon and giving the vaccine to persons in nursing homes is equivalent to giving them a euthanasia shot.,,0,0
880,LACA,Sync,25-50,GoodNewsAboutVaccines,@BigReddXcel https://t.co/cyKrs7N7UF      This article does a good job of explaining the statistics uses to calculate vaccine effectiveness.,0,0,1
881,LACA,Sync,25-50,GotFirstDose,Day 1 after receiving the COVID vaccine,,1,1
882,LACA,Sync,25-50,GotFirstDose,So i received my first COVID vaccine shot yesterday... and i feel pretty fine ... my arm is sore but overall I’m straight,,1,1
883,LACA,Sync,25-50,JudgingUnvaccinated,"But, but but: parents remain largely skeptical about vaccinating their children, with just 3 in 10 saying they’d be willing to do so right away. And about a third of respondents said they definitely *won’t* let their child receive the vaccine.

My latest: 
https://t.co/lFFOCEuhvj https://t.co/2YXKQFB1S0",,1,1
884,LACA,Sync,25-50,JudgingUnvaccinated,"@RepBradWenstrup @GOPLeader @GOPDoctors Even though I am fully vaccinated, with two doses of the Pfizer vaccine, I'm keeping mine on for the inbred, brain dead idiots who arent smart enuff to wear a mask! If u don't want to wear a mask, maybe u shud get COVID-19, see how dying feels. I'm not gonna take the chance.",,1,1
885,LACA,Sync,25-50,online_references,"@JediWarrior6 @60Minutes Another bot! Take a read:
https://t.co/eFxXMyATb9  BUH BYE",,1,1
886,LACA,Sync,25-50,ScrewYouGovernment,"@kaeyaversee I'll humor u bc u think I'm not. 
The vaccine has caused 2 deaths in my family. Ages 29 and 54. 
My blood type is O-. If u didn't know its rear. Covid effects for me would be no more then small headache. ""Look it up."" Yes I wear a mask in public. I'm respectfully not risking it.",,0,0
887,LACA,Sync,25-50,ScrewYouGovernment,Niggas saying they rather die of Covid than the vaccine and idk what level of stupid that is but it’s up there,,0,0
888,LACA,Sync,25-50,ScrewYouGovernment,@JoeOnisick @HankYeomans I’m sure the folks who made the COVID vaccine did so without college. 🙄,,0,0
889,LACA,Sync,25-50,ThankYouDoctors,@caughtUHequina @GovMLG I’m Republican and pro vaccine and not a “Covid denier”! Stop the labels and hatred!,,0,0
890,LACA,Sync,25-50,ThankYouDoctors,"Good thought. Those vaccinated can get CoVID but we are less likely to get it and thus spread it. As I understand the science, unvaccinated people would be sick longer, spread it longer, have higher viral loads when sick. Getting a vaccine when you can is our quickest way out. https://t.co/llUSuGfi3q",,0,0
891,LACA,Sync,25-50,ThankYouGovernment,"U.S. President-elect Joe Biden receives COVID-19 vaccine live on television - The Hindu https://t.co/x3uxy8ZmrE 

Was looking Similar from our Chowkidaar to get Sympathy from Fools but unfortunately he also thought not to take risk @AamAadmiParty",,0,0
892,LACA,Sync,25-50,ThankYouGovernment,@CongressmanRaja Hey Congressman! Could you kindly ask the Biden admin to lift the blockade of raw material supply to India for COVID vaccine?,,0,0
893,LACA,Sync,25-50,vaccine_efficacy,You’re weird if you would rather get covid then get the vaccine,0,0,1
894,LACA,Sync,25-50,vaccine_efficacy,"If you can still get Covid after getting the vaccine , why in the fuck are y’all taking the mask off ? Lol",,0,0
895,LACA,Sync,25-50,vaccine_efficacy,"@BlueVotr Yes a 64 yr old brother-in-law, no vaccine, lived in Texas, just moved to Oklahoma for son to attend college, died within 2 weeks of move n OK due  to COVID complications 🥲",0,0,1
896,LACA,Sync,25-50,vaccine_first_dose,I’m so mad cuz my mom and brother got offered the Covid vaccine from their job and they don’t wanna take it 😑,,0,0
897,LACA,Sync,25-50,vaccine_first_dose,"looking like a rat, just got my second covid vaccine though !! i guess there are (some) perks to being immunocompromised 😤 https://t.co/gEI7xQssw7",,0,0
898,LACA,Sync,25-50,vaccine_first_dose,"Dear Ted; 
My Aunt is Fox T.V Followers, but because of her previous pneumonia, asthma and breathing issues placed at high risk, she finally agreed to get the vaccine. She caught pneomia,and was hospitalized at time she also Dx Corvid19.DON""T Die #Ted

 https://t.co/vuCTtHsZxF",,1,1
899,LACA,Sync,25-50,vaccine_get_a_vaccine,never in a million years did i think people would be responding to my snapchat of my covid vaccine &amp; telling me i’m crazy for getting it???? HUH ??? i thought we were all in agreement???? VACCINE = NORMAL LIFE ??? get the vaccine when u can dummies,,1,1
900,LACA,Sync,25-50,vaccine_get_a_vaccine,#InMoments Faith Clark is a pharmacist who is advocating for everyone to get a COVID-19 Vaccine—because her mother died from the coronavirus last year. Watch her story in a few minutes on @SpecNews1RDU. https://t.co/mOismEvUgd,,1,1
901,LACA,Sync,25-50,vaccine_get_a_vaccine,Have a friend or loved one you’re trying to motivate to get the shot? Share this link with them: https://t.co/HcGMh79TNR,,1,1
902,LACA,Sync,25-50,vaccine_politics,I claim a religious exemption to not take the COVID vaccine': Lawyers say those words are not enough https://t.co/Xy1KlnjQQ0,,1,1
903,LACA,Sync,25-50,vaccine_politics,Well vaccine mandates for the work place means I’m one step closer to getting back in the gym again. Sorry if you’re upset about it. But think about how I felt trapped in my apartment for 2 years while people who didn’t take Covid seriously were out doing whatever they wanted.🤷🏻‍♂️,,1,1
904,LACA,Sync,25-50,vaccine_rollout,Another simplified and fun covid vaccine explanation vid https://t.co/Cpg7PxDDU7,,0,0
905,LACA,Sync,25-50,vaccine_rollout,"REMINDER!!! Registration for tomorrow’s vaccine clinic at Cranston East closes in one hour! Sign up by 7pm tonight, and we’ll see you tomorrow for your free covid vaccine! Graduation is in 42 days! @CranstonSchools https://t.co/jrUV12UFM5",,1,1
906,LACA,Sync,25-50,vaccine_rollout,Australia abandons COVID-19 vaccination targets after new advice on AstraZeneca shots https://t.co/x6VBhMTKSC,1,1,0
907,LACA,Sync,25-50,vaccine_symptoms,It’s been 5 days since I got my second shot of the Pfizer vaccine and I still feel like I have a severe hangover. Beats getting Covid and potentially getting permanent damage to my body or dying,,1,1
908,LACA,Sync,25-50,vaccine_symptoms,"💔Teen Dies Days After Getting Pfizer COVID-19 Vaccine, CDC Investigates Case #NewsBreak  https://t.co/7rsZbzaJaq",,1,1
909,LACA,Sync,25-50,VaccineAppointmentAvailable,I’m watching the Cuesta College Board of Trustees meeting. They’re discussing allowing the college president to impose a COVID-19 vaccine requirement. https://t.co/g0j0VV39Dj,,0,0
910,LACA,Sync,25-50,VaccineAppointmentAvailable,"@GiantFood Just got this:
Message last updated: 6:12 PM EST
There are currently no COVID-19 vaccine appointments available. Please check back later. We appreciate your patience as we open as many appointments as possible.",,1,1
911,LACA,Sync,25-50,VaccineAppointmentAvailable,@wacda_law I’d like to know why PWD are not prioritized for the COVID vaccine,,0,0
912,LACA,Sync,25-50,VaccineConspiracy,"🪖The Armor 🪖
⚡Piercing Shell⚡       
✈️The Air Game🛩️ 
🇺🇸Symposium🦅                 💥10,11,12 August🔥
⚠️3 November ⚠️
👺STEAL👹⚖️
LIVE 7PM CT 
@ https://t.co/T3jrh8O8II
Interview with COVID virus &amp; vaccine expert 
Dr. Peter McCullough on how both are 
😷 bio-weapons 💉",,1,1
913,LACA,Sync,25-50,VaccineConspiracy,"Tennessee GOP going straight anti-vaxxer!

“Tennessee Department of Health halts all vaccine outreach to kids – not just for COVID-19, but all diseases – amid pressure from GOP.”

https://t.co/zEcsLSeSGK",,1,1
914,LACA,Sync,25-50,VaccineDoesntPreventCovidNegative,"@Melv_dz That nigga Biden got a flu shot, not a covid vaccine 😂😂😂",,0,0
915,LACA,Sync,25-50,VaccineDoesntPreventCovidNegative,Day two after my partner’s second covid vaccine. No adverse reactions at all. Just a sore arm. 👍🏻,,0,0
916,LACA,Sync,25-50,VaccineSymptomsNegative,"if you just got the vaccine, and take a covid test, will u show up positive",0,1,0
917,LACA,Sync,25-50,VaccineSymptomsNegative,My arm is STIFF where I got the Covid vaccine!,,1,1
918,,,,,,,,
919,LACA,Sync,50-75,CovidConservative,"If our federal partners could pursue authentic gangs, illegals and car jackers with same enthusiasm as collecting fake vax cards New Orleans would be a paradise. Cap Black.
https://t.co/bJmwxzuUmG @ClastonB @TheChadFactor @JamieMariePope",,1,1
920,LACA,Sync,50-75,CovidConservative,@Skepmi @EdanClay @jocowboys87 @GOP Except they were . As part of Warp Speed they received back end production funding while Moderna took their $$ upfront. Don’t low information voters like Sharon know that all Government Contracts are public domain- here is the warp speed Pfizer contract : https://t.co/jYpTuH1VV4,1,1,0
921,LACA,Sync,50-75,CovidConservative,"@eileenr57625763 @GinaChev @MedicalDS @BazingaKatie @chungk1031 Not familiar with that, no. But it seems these same scare tactics are being used to get people to get the vaccine. The oddities surrounding COVID have existed from day one. Schools closed/ heavily reduced on campus attendance, liquor stores/weed dispensaries open…",,1,1
922,LACA,Sync,50-75,CovidDebunking,"@BuddyBoy Great question that I am not 100% sure of the answer for. On the state’s Covid website it says to sign up for the Get Vaccinated Oregon site, but “if you are unable to use the GVO tool, you can also explore the Vaccine Information by County. https://t.co/JauBwZFUXG",,0,0
923,LACA,Sync,50-75,CovidLiberal,"Rooting 4 qualified LG #MandelaBarnes 2 replace whiny Senators from WI. I  can't suffer anymore. Whining about 1/6 family picnic, 3k unverfied post-Covid vaccine deaths in 30 days, yet 🙊 on 400k+ deaths in TFG admin.  Pushing vax, propaganda &amp; conspiracies et al is pathetic. https://t.co/zkBKiSCpnm",1,1,0
924,LACA,Sync,50-75,CovidLiberal,@GovRonDeSantis did you know. That the COVID vaccine WILL make you grow horns..  It does. Trust me. I know more about COVID than anyone.,0,0,1
925,LACA,Sync,50-75,CovidLiberal,"@CongPalazzo Can you tell me if you have has the covid vaccine shot. Also, are you agreeing with Texas on abortions.",0,0,1
926,LACA,Sync,50-75,GetAVaccine,"Looking for a COVID vaccine in SE Texas or SW Louisiana? @Walmart has vaccines available in Beaumont, Liberty, Silsbee and lots in Port Arthur. @kroger has shots in Orange and Sulphur. Get your vaccine before you get COVID.",,1,1
927,LACA,Sync,50-75,GetAVaccine,"Please get the vaccine. 

Remember, monoclonal antibodies are also under EUA. Makes no sense to be OK with that but not the vaccine.

Don’t expect monoclonal antibodies if you’re un/vaccinated and get SEVERE covid-19 pneumonia…. if you’re too sick, you don’t qualify then 😢.",,1,1
928,LACA,Sync,50-75,GetAVaccine,"It you refuse to get a vaccine, you should forfeit your right to healthcare when you get sick with Covid.",,1,1
929,LACA,Sync,50-75,GoodNewsAboutVaccines,NBC Nightly News takes a look at West Virginia and what makes it the leader in COVID-19 vaccine distribution. https://t.co/QSFkeLWC3W,,1,1
930,LACA,Sync,50-75,GoodNewsAboutVaccines,The covid vaccine teaches your body how to create antibodies. Since I had covid and already have antibodies. Does my immune system go full Selena Gomez and say “tell me something I don’t know”???,,0,0
931,LACA,Sync,50-75,GotFirstDose,No better place to get my first dose of the covid vaccine this morning. Hopefully I brought some mojo to the building facing Columbus tomorrow #canes https://t.co/hJddXjlkUf,,1,1
932,LACA,Sync,50-75,GotFirstDose,@newsbreakApp How dare these tourists take away my chance of Covid vaccine? Go home.,,0,0
933,LACA,Sync,50-75,GotFirstDose,Got a COVID-19 vaccine?,,0,0
934,LACA,Sync,50-75,JudgingUnvaccinated,"A message from @HIIndustries to its employees following President Biden’s COVID-19 vaccine mandates.

The company is working on getting unvaccinated employees to meet the new requirements.

The manufacturer employs about 11,500 people in Pascagoula.

@WLOX https://t.co/BxejQss546",,0,0
935,LACA,Sync,50-75,JudgingUnvaccinated,"@covfefe2016c @NancyFe28442406 @drunkenny1 ""Viruses and what not."" (Oh boy.) Learn a lot of information  by reading and watching a lot of good interviews and reports from credible news and  science sites, and participate in a Covid Vaccine trial, and you will know a lot too.",,1,1
936,LACA,Sync,50-75,JudgingUnvaccinated,@Patti5151 @JackPosobiec Not if you already had Covid and have anti bodies. Your immune system is much better than a vaccine we know doesn’t work. I work in healthcare and was recently exposed by a fully vaccinated doctor. I never had symptoms and tested negative.,,0,0
937,LACA,Sync,50-75,online_references,"@The_Jak_Life @Timcast You’re absolutely correct , memes are always on deck. But ya , here ya go … https://t.co/G3MgK8D7Do",,1,1
938,LACA,Sync,50-75,ScrewYouGovernment,"No Vaccine Passports in FL:   ""Ask for proof of COVID vaccine, face a $5,000 fine in Florida""
https://t.co/tzvm2dbXx0",0,1,0
939,LACA,Sync,50-75,ScrewYouGovernment,i can’t wait until this covid shit over bc i’m tired of hearing about what y’all think about the vaccine lol,,0,0
940,LACA,Sync,50-75,ScrewYouGovernment,"Californian dies hours after getting COVID-19 vaccine, prompting probe https://t.co/JuCvxOJPyo via @nypost",,0,0
941,LACA,Sync,50-75,ThankYouDoctors,"@cdcotton Well he is, but at least there will be decorum. At least civility. I am ready for that. I trust him to get the COVID vaccine out faster and without bias.",,0,0
942,LACA,Sync,50-75,ThankYouDoctors,"Because of limited vaccine supply, so far we’re only able to hold mass vaccination events that are *invitation only* for individuals who sign up/pre-register to receive notifications from @CityofSTLDOH.

Sign up to stay informed about future opportunities: https://t.co/fBn6cXPnsE",,0,0
943,LACA,Sync,50-75,ThankYouGovernment,"@ow Right.... like this should be investigated, but pausing rollout in the meantime seems like a real bad show of faith for a vaccine the public is already skeptical of. 

Wonder how many people will die of COVID while we investigate a literally one in a million side effect.",,0,0
944,LACA,Sync,50-75,ThankYouGovernment,@MCPS https://t.co/ce3nueLT26 We’re all MCPS teachers.,,0,0
945,LACA,Sync,50-75,ThankYouGovernment,"Monday to Friday for eight hours a day the Covid 19 vaccine administration at Mountain View Community Center goes burrrr!  

Everyday we’re getting stronger and closer to herd immunity. Keep your guard up!  #togethermv #maskup #getyourshot https://t.co/McPhs8p1Rn",,0,0
946,LACA,Sync,50-75,vaccine_efficacy,"In December of 2020 he tweeted ""I have a very low risk of A) Getting COVID and B) dying of it if I do. Why would I risk getting a heart attack or paralysis by getting the vaccine?"" We have an answer now to question B). https://t.co/JDOvKb6skb",0,0,1
947,LACA,Sync,50-75,vaccine_efficacy,"“But unlike COVID-19, violence against women cannot be stopped with a vaccine. We can only fight it with deep-rooted and sustained efforts”

During this Women’s History Month, we need to commit to do better. https://t.co/F6HTwoWx1N",0,0,1
948,LACA,Sync,50-75,vaccine_efficacy,"@drpatesblog I had someone tell me that the COVID vaccine is not *actually* a vaccine.
I couldn’t find where or why she would say this. 
Thoughts?",0,1,0
949,LACA,Sync,50-75,vaccine_first_dose,first dose of covid vaccine ✅,,1,1
950,LACA,Sync,50-75,vaccine_first_dose,Thank you Mt. Carmel Pharmacy! https://t.co/nU7mN3NbKI,0,1,0
951,LACA,Sync,50-75,vaccine_get_a_vaccine,"@msterrysmith @pattie541 @AvengerResister @GOP Record low unemployment, incredible economy before Covid, fast tracked the vaccine, started no new wars (unlike previous Presidents), first President to support gay marriage from the beginning, reduced the flow of illegal immigrants, made us energy independent…",,0,0
952,LACA,Sync,50-75,vaccine_get_a_vaccine,@Dlt268rt @ItsMrsRabbitToU He told his viewers to basically take the Covid-19 vaccine and to take the pandemic seriously.,1,0,1
953,LACA,Sync,50-75,vaccine_get_a_vaccine,"Hopeful:
Pfizer about to be available for kids 5+ in October
https://t.co/9hzs5yWnoK",,0,0
954,LACA,Sync,50-75,vaccine_politics,Still no covid for me. And never taken a test. Not will I. Vaccine? No fucking chance but y'all feel free to.,,0,0
955,LACA,Sync,50-75,vaccine_politics,"the covid vaccine is the reason the gas prices are going up, because they assume the economy is going to start booming again. would you rather we just don’t have a vaccine and just keep all these businesses closed for the next year just to keep gas prices low?? https://t.co/YFRcD4JJ9Z",,1,1
956,LACA,Sync,50-75,vaccine_rollout,@ASP @ChrisEvans_USA @ChrisEvans @MarkKassen @DonnaShalala I sure hope they get this covid under control soon and get enough vaccines because we need to stop the spread of covid because it is hurting the economy .hopefully joe biden can help .push for more distribution of the vaccine so more people can get it .,1,1,0
957,LACA,Sync,50-75,vaccine_rollout,"Governor admits problems with vaccine rollout in Latino and Black communities
https://t.co/SqbbvqZ5j4",,1,1
958,LACA,Sync,50-75,vaccine_symptoms,this covid vaccine i got from autozone got my body trippin,,1,1
959,LACA,Sync,50-75,vaccine_symptoms,"Covid it makes it that much harder. She got the vaccine, but she felt it in her spine. The nurse had to call a doctor who had to call her surgeon just to make sure she could get it and it still affected her spine. But at least she is safer from covid now. Just all of this sucks",,1,1
960,LACA,Sync,50-75,VaccineAppointmentAvailable,"@narendramodi ji Plz Speak to the voters of India we are waiting to hear from you sir from last few days.  On Covid vaccination. When will we receive our vaccine shots, Also please let us now what are the steps   That Indian Government is taking to speed up the vaccination drive",,0,0
961,LACA,Sync,50-75,VaccineAppointmentAvailable,"Hispanic adults are twice as likely as white adults to say they want a COVID-19 vaccine, but practical problems have prevented many from receiving it. - https://t.co/dYBZatEHaD",,0,0
962,LACA,Sync,50-75,VaccineConspiracy,@realW1GGL3Z @classicmocha @thesmartest1uno @tuxlemons Because the Covid vaccine did not cause over 12k deaths. Only three of the more than 6000 ( not 12K) deaths reported to VAERS have been confirmed to have been from the vaccine. Anyone can report anything to VAERS. All reports have to be investigated.,1,1,0
963,LACA,Sync,50-75,VaccineConspiracy,"I wrote this joke before I got the COVID vaccine:

I took a rapid COVID nasal test &amp; the results were about as clear as an 80’s pregnancy test. Blue line = Negative, Blue AND Red line = Postive, just a Red line = I’m pregnant, Purple line = Twins? Did I get this right?",,0,0
964,LACA,Sync,50-75,VaccineConspiracy,"@CBSNews She wants to make sure her children don't get it...smh
The vaccine isn't 100% you won't catch it even though it will be very mild. Kids can catch there isn't a vaccine for young ones yet. Some children have died from Covid-19",,0,0
965,LACA,Sync,50-75,VaccineDoesntPreventCovidNegative,Why isn’t there a study of the sick COVID vaccinated being done to determine if one vaccine is less effective! Seems like common sense! But nothing about COVID seems like common sense!,,0,0
966,LACA,Sync,50-75,VaccineDoesntPreventCovidNegative,Where’s that video with that cute twink that explains how the Covid vaccine works ?,,0,0
967,LACA,Sync,50-75,VaccineSymptomsNegative,"According to COVID vaccine guidelines, if I gain 8 lbs I am technically obese (BMI 30.1) &amp; thus eligible for group 1B.

Our Rube Goldberg machine of a vaccine distribution program is incentivizing me to get less healthy (Which I will promptly do bc high cholesterol &gt; long COVID).",,0,0
968,LACA,Sync,50-75,VaccineSymptomsNegative,I refuse to date or marry anyone who is anti mask 😷 or anti COVID-19🦠😷 vaccine 💊💉 I'm serious you can't trust someone who won't #MaskUp #staysafe #WearAMask,,0,0
969,,,,,,,,
970,LACA,Sync,75-100,CovidConservative,Millions of people now have the Covid vaccine because of Biden Biden Biden Biden Biden Biden Biden not dumpy Trumpy https://t.co/d7mZW9XGcf,,0,0
971,LACA,Sync,75-100,CovidConservative,"@OctopusHero @Johnny_Dice_ @davenookum @OhioWarRoom @JDVance1 OH MY GOD, that has never been the purpose of the vaccine! It is supposed to keep you from getting horribly ill from COVID and/or dying! How are you all still basing your dumb little “GOTCHA!” points on these made up fucking scenarios? Quit being a petulant child and get the shot",0,0,1
972,LACA,Sync,75-100,CovidDebunking,@shxxxsta @GavinNewsom I don’t need the vaccine...and it’s not even a vaccine. Vaccines ACTUALLY prevent  a disease or virus. The covid shot does not. It’s all bull shit.,1,1,0
973,LACA,Sync,75-100,CovidDebunking,"@BreitbartNews Is the cure worse than the disease?  You suspect it is. I would rather take my chances with vitamin C &amp; Covid-19 than a vaccine. 99.7% of the people who get covid-19 recover.  71% of people who wear masks get Covid.  100% of blood type O, who take vitamin C",,0,0
974,LACA,Sync,75-100,CovidLiberal,https://t.co/yflLBa4kph has the constantly updated global #vaccine story https://t.co/KLF2vWoG3t,,0,0
975,LACA,Sync,75-100,CovidLiberal,"If the United States keeps up with @CherokeeNation, we will continue efficient and effective distribution of the #COVID vaccine. #PublicHealth #CherokeeStrong https://t.co/Eo0TlKRLWS",,1,1
976,LACA,Sync,75-100,GetAVaccine,"I waited an entire year to take this picture. First shots of the Moderna COVID-19 vaccine are done.
Thank you to the team leading the #BlackDoctorsCOVID19Consortium. https://t.co/TIt8fVWMKn",,0,0
977,LACA,Sync,75-100,GetAVaccine,"My mom, who is high-risk and works in a nursing home, got her covid vaccine today 😭",0,1,0
978,LACA,Sync,75-100,GoodNewsAboutVaccines,"This would truly be an incredible outcome of the COVID pandemic if it works. 

A vaccine for cancers? Holy shit. https://t.co/QfT4C9gi3L",,1,1
979,LACA,Sync,75-100,GoodNewsAboutVaccines,"My thought of the evening.... 😂🤣😂
#Covid_19 #CovidVaccine #CovidMemes #CovidVaccination #VaccineHumor #Vaccine @ Tucson, Arizona https://t.co/eM7NDydkQI",0,1,0
980,LACA,Sync,75-100,GotFirstDose,I’m headed to receive my first part covid vaccine 💉  🙏🏿♥️ https://t.co/YRSlaA2ePk,,1,1
981,LACA,Sync,75-100,GotFirstDose,Got my 2nd COVID-19 vaccine today! #Moderna,,0,0
982,LACA,Sync,75-100,JudgingUnvaccinated,"@1Taesmith @broadwaytail I don’t know why there’s even debate about the vaccine. It’s literally 2 shots that reduce your chances of being hospitalized or DYING from COVID by more than 80%. Unless you’re immunocompromised, there’s no excuse. Unvaccinated people are dying. It’s not about “stances”",,1,1
983,LACA,Sync,75-100,JudgingUnvaccinated,"If the vaccine doesn’t prevent you from getting COVID, why tf I would take the vaccine? Stupid ass idea they made up if you ask me",,0,0
984,LACA,Sync,75-100,online_references,Some resources for agencies managing the effective and equitable distribution of COVID-19 Vaccine from @Esri https://t.co/f3B0ZvSEA7 https://t.co/vB8vY593o7,,1,1
985,LACA,Sync,75-100,online_references,"@MargaretAxelrod @Tennessean This is a really interesting study on disparities in vaccine rollout by race and ethnicity.

https://t.co/2xaHy2OyPu via @KFF",,1,1
986,LACA,Sync,75-100,online_references,"Explaining HIPAA: No, it doesn’t ban questions about your vaccination status https://t.co/6QTrEwHFWZ",,1,1
987,LACA,Sync,75-100,ScrewYouGovernment,"@j0rgiiito @abc15 Bullshit. First it was Hydroxychloroquine, now this nonsense.

You want help with Covid? Take the damn Vaccine!  

https://t.co/aDfbJRDYyR",0,1,0
988,LACA,Sync,75-100,ScrewYouGovernment,Trumpy continues to fuck us (we the people) that their is no reserve of covid vaccine. States are in a panic!!  What was promised is one more lie!!,,1,1
989,LACA,Sync,75-100,ScrewYouGovernment,"“BuT iT wAs RuShEd” go get your shot of the fully FDA approved Pfizer covid vaccine &amp; stfu. I swear I don’t want to hear it anymore. If you won’t get it now, then you are just a horrible person who gives zero fucks about others. #Pfizer's COVID-19 #COVID19 #VaccinesWork https://t.co/mwqsABW6G1",,0,0
990,LACA,Sync,75-100,ThankYouDoctors,Thank you to our local #pharmacist John Walker for the #covid_19 #vaccine number 2!! #pandemicheroes #pharmacy #publichealth @ Walgreens https://t.co/ZIzMpcexfa,,1,1
991,LACA,Sync,75-100,ThankYouDoctors,🙈🙈🙈 I am going to be so very happy when we get past Covid eventually lol. Bring on vaccine requirements pleeeease soon. (Also let me get a vaccine soooooon) https://t.co/Dc4njUE4Hy,,0,0
992,LACA,Sync,75-100,ThankYouGovernment,New vaccine mandates by President Biden within the United States. #covid #covid19 #vaccine #usa #america #president #joebiden #biden #todayworld https://t.co/mEPis0zRVR,,1,1
993,LACA,Sync,75-100,ThankYouGovernment,"Thanks @POTUS and NETHealth for our COVID vaccine. One down, one to go!",,1,1
994,LACA,Sync,75-100,ThankYouGovernment,"#ICYMI Watch LA Mayor Eric Garcetti's update on COVID-19 testing infrastructure and the work to distribute the COVID-19 vaccine safely, efficiently, and equitably.

#covidvacccine #COVID19 #losAngeles #communityhealth #equity

https://t.co/WO7JYrTcev",1,1,0
995,LACA,Sync,75-100,vaccine_efficacy,"""FDA says Johnson &amp; Johnson’s single-shot COVID-19 vaccine is safe and effective""  https://t.co/wqqvdfXSbs",,1,1
996,LACA,Sync,75-100,vaccine_efficacy,"@Sandpuppy02 @RepSwalwell People who have had Covid are getting it again and ending up in the hospital. 
The vaccine protects us from the new variants where natural immunity fails.
Get the shot.",,1,1
997,LACA,Sync,75-100,vaccine_first_dose,Very lucky that as someone who is high risk and on the frontlines w/covid testing that I was able to get my first round of the Moderna Covid-19 vaccine! So far so good... will update on any potential side effects for the next 2 days. https://t.co/sVYlv3k84N,,1,1
998,LACA,Sync,75-100,vaccine_first_dose,Getting my first covid vaccine next week and I’m so excited 😊,,1,1
999,LACA,Sync,75-100,vaccine_get_a_vaccine,"My friend lost her husband yesterday to #COVID19 😢 Healthy. Under 50. He left behind triplets in college, and my friend Daria. #VaxUp and protect yourself so you don’t leave loved ones behind #DeltaVariant #covid #vaccine #vaccination #vax https://t.co/JfoYr0hwGG",,1,1
1000,LACA,Sync,75-100,vaccine_get_a_vaccine,@niklander2 COVID Vaccine,,0,0
1001,LACA,Sync,75-100,vaccine_get_a_vaccine,"@OccupyDemocrats @MeidasTouch I am proudly vaccinated. I received the Moderna vaccine on February 5th and March 5th in Citrus Heights, California.

I cannot wait to get the annual influenza vaccine, and, on top of that, a COVID-19 vaccine booster shot, regardless of the vaccine maker.

#NeedThoseBoosterShots",0,1,0
1002,LACA,Sync,75-100,vaccine_politics,@GovMurphy @CDCgov @NJDeptofHealth Guess no confidence in the vaccine if your telling people to mask up vaccinated or not! So the vaccine doesn’t protect anyone from getting Covid than! Your a hypocrite! You want to control everyone! There are vaccines for the flu and people still get sick from the flu!,,1,1
1003,LACA,Sync,75-100,vaccine_politics,"@DemocratChique @contrarymary197 @kylegriffin1 Well one and done, then.

If he’s refusing the vaccine then no more COVID related care at that hospital. 

That should be their penance.",1,1,0
1004,LACA,Sync,75-100,vaccine_politics,Yo #Missouri &amp; @GovParsonMO you might want to be a little more aggressive when encouraging people to vaccinate! This shit isn’t going away! The next variant isn’t playing! Masks are minor. Major lockdowns are next. https://t.co/mjQDR3nMS4,,1,1
1005,LACA,Sync,75-100,vaccine_rollout,Health department launches waiting list for eligible people struggling to get a Covid vaccine https://t.co/JA4pOJK189,,1,1
1006,LACA,Sync,75-100,vaccine_rollout,The world's biggest vaccine producer is running out of Covid-19 vaccines https://t.co/KiYIKSzpdL,,1,1
1007,LACA,Sync,75-100,vaccine_rollout,VACCINE EXPANSION: @JacksonHealth on Tuesday started to offer the #CovidVaccine to people age 55 and older with a specific medical condition. We also learned teachers will be among the next to get the shot. More info at link below... 👇👇👇 https://t.co/Or5S3Huktl,,1,1
1008,LACA,Sync,75-100,vaccine_symptoms,@AllCharisma  just got my second vaccine for covid the worst part of getting a shot like is the sore muscle in the upper arm,,1,1
1009,LACA,Sync,75-100,vaccine_symptoms,"I got my 2nd COVID vaccine yesterday ✌🏻 so far - the most notable symptoms were my arm feeling like dead weight right after i got it, nausea on and off, and this morning: my body feeling like i just worked out 😭 but so far, we are golden",,1,1
1010,LACA,Sync,75-100,vaccine_symptoms,"Got the vaccine Tuesday, tested positive for covid Saturday 😎 perfect. https://t.co/SabJtWbou3",0,1,0
