theme	top_25_tweets
RenewableEnergyPromotionAndGrowth	"Shopping local has never been so easy! All it takes is filling your car up with Kansas ethanol fuel.  

Kansas-made E-15 fuel is a great value when compared to regular unleaded:  

✅  higher octane 
✅  lower emissions   
✅  lower price   

Support a Kansas farmer by visiting an E-15 fuel station near you: https://www.fueledbykansas.com/where-to-buy."
ClimateChangeMovements	FREE COVID-19 VACINATION CLINIC! AND FOOD PACKAGES, DIAPERS FOR THE COMMUNITY! NEED HELP WITH RENT OR EDD/UNEMPLOYMENT INSURANCE (UI) COME ON BY TO THIS EMPLOYEE RIGHTS CENTER EVENT!  4265 FAIRMOUNT AVENUE (Next to the gas station, corner of El Cajon Blvd and Fairmount Avenue) If you have questions, please call 619-995-8973.
CelebrateBuildBackBetter	"President Biden's Build Back Better plan is our once-in-a-generation opportunity to fight climate change and secure middle class tax cuts, create clean energy jobs, and lower costs for working families.

Call Rep. Cuellar and tell him we must seize this moment: (202) 225-1640. "
LawmakersAndOilAndGas	The condition of Michigan’s roads is better than had been projected for 2021. They would be in even better shape roads if Gov. Gretchen Whitmer hadn’t cut road spending after the Legislature refused to enact a major gas tax hike she had proposed. The governor also authorized $800 million in road repair debt, repayment of which will reduce money available for future repairs.
OilAndGasSupportJobs	It's the problem that won't go away. Over the last 10 years, the lesser prairie chicken has been the subject of controversy and litigation. The oil and natural gas industry has willingly enrolled in conservation measures to minimize the impact of exploration and development on the land lesser prairie chickens call home. $60 million later... those efforts STILL aren't good enough for far-left environmental activists who are actively trying to stop production of oil and gas. We remain willing to work with the U.S. Fish and Wildlife Service to minimize negative impacts on oil and natural gas developments while still protecting the efforts to increase prairie chicken populations.
GreenEnergyCreatesJobs	"Electric heat pumps heat and cool your home efficiently, saving you money and lowering your home’s carbon footprint. But how do you find the right heat pump contractor to help you upgrade?

The Clean Energy Connection is a 100% free online directory connecting homeowners with contractors who specialize in clean energy and energy efficiency upgrades for your home. Comparing companies has never been easier—see the leading contractors installing heat pumps near you today."
BuildBackBetterActPassed	Farmers, ranchers, and foresters are vital to preserving our climate. Join us  to advocate for investments in our fields, farms, and forests to help reduce carbon pollution and preserve habitats for birds and all wildlife. Act now to build a better future for birds, people, and the places we all need.
AbandonedWells	Our next board member who we are proud to introduce, is Phyllis Young, our Vice Chair. Phyllis is a Tribal Elder and co-founded Women of All Red Nations in 1978. She has been actively involved for 15 years on the Board of Trustees for the National Museum of the American Indian in Washington D.C. and served one term as Chair of the Board. She is a former Council Member for the Standing Rock Sioux Tribe. Her community organizing skills were integral to her successful coordination of the Oceti Sakowin Camp during the #NODAPL protests, and she has been a major leader in the international Indigenous rights movement at the United Nations. In 2018 she was awarded the inaugural MIT Oceti Sakowin Fellows for Tribal Community Innovation.
TellRepToNotRaiseOilGasTaxes	Thank you to Board Member Diane Hewitt for Lake County Board, for putting Lake County residents first and voting NO on the Lake County Gas Tax Increase!
ClimateEmergency	"Senator Don Harmon voted for the Climate and Equitable Jobs Act and it is now law in the state of Illinois!

The Climate and Equitable Jobs Act will:

✅Curb dangerous air pollution

✅Combat the climate crisis

✅Create thousands of high-quality jobs in Illinois

Please join us by adding your name to thank Senator Don Harmon today."
ClimateChangeMovements	Hurricane Ida is the latest in a string of extreme weather events this summer that Americans have suffered through -- a frightening preview of the horror show that climate change is set to inflict on the planet.
TellRepToNotRaiseOilGasTaxes	"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Cindy Axne enough is enough."
NuclearPowerEconomicBenefits	We can continue innovating to drive down emissions without making it harder to provide Arizonans with the reliable and affordable energy they need. Tell your senators to say no to increased energy bills.
GreenEnergyIsCostEffective	Go solar for no money down, and interest rates as low as 0.99%. ☀️ #GoSolar. 
GreenEnergyCreatesJobs	"Kansans Fueling Kansas talks with Angela Tin from the American Lung Association, which has been working to improve lung health since 1904. Vehicle emissions from traditional fuels affect air quality, and therefore lung health. 

Replacing traditional fuels with Kansas biofuels means better air quality and better health because higher ethanol fuel blends are 

✅  cleaner
✅  renewable
✅  biodegradable

Shop local and support clean air for Kansas by visiting an E-15 fuel station near you: https://www.fueledbykansas.com/where-to-buy."
GreenEnergyCreatesJobs	"New regulation was recently passed, by the Arizona Corporation Commission, limiting access to solar!

While this is unwelcome news for SunSolar Solutions, and homeowners, there’s still time for most Arizona homeowners to receive their solar estimates, without any hassle!

Unfortunately, information has not yet been released to the public regarding how close 85383 is to reaching its limit, and it could be reached at any time.
 
So don’t miss out! Join over 7,000 of your neighbors that have requested estimates, from SunSolar Solutions, by clicking “Get Quote” today!"
BuildBackBetterActCampaign	Over the next few weeks, geotechnical work at the Scioto Farms Solar Project site will be kicking off. While it may look as if there is construction occurring, this work is actually part of the development process and is required by the Ohio Power Siting Board (OPSB). We’re excited to meet this milestone and continue making great strides toward bringing solar energy to Pickaway County.
ClimateChangeDonations	"World Without Waste has signaled a renewed focus on our entire packaging lifecycle by improving our design, bottle collection and partnerships to reduce waste and carbon emissions.

See how partnerships like The Ocean Cleanup contribute to a #WorldWithoutWaste: cokeurl.com/snmx98. "
OilAndGasBoostEconomy	Sen. Brewster voted to stall PA’s participation in a program that would limit pollution and boost economic recovery.
RenewableEnergyPromotionAndGrowth	The previous administration wreaked havoc on the Clean Water Act and many other policies that protect our water, leaving birds and their habitats at heightened risk. World Water Day reminds us of how precious water is to people and birds alike, and gives us an opportunity to recommit to protect it. Become a monthly donor today and power Audubon’s work to protect birds and the places they need.
CarbonEmissionReduction	"Concrete made with cement is the most utilized building material – and the industry continues to optimize cement production to achieve carbon neutrality by 2050.

Learn more about sustainably producing cement at howcementismade.com."
ClimateChangeMovements	Chispa fights for clean air and water, healthy neighborhoods, and a safe climate for today's Latinx community and the generations to come. Join our movement to protect the future of our democracy, our planet, and our people.
LawmakersAndOilAndGas	"UNITED WE STAND! DIVIDED WE FALL! 
A WRONG TO ONE IS A WRONG TO ALL! 

Join UMWA International President Cecil E. Roberts and Congressman Bennie Thompson tomorrow, June 9, 2021, at 6:00 p.m. at Tannehill State Park to support the Brothers and Sisters on strike at Warrior Met Coal! 

Tannehill State Park
12632 Confederate Parkway, 
McCalla, AL 35111. "
VirginiaConservatives	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Charlie Kirk, Poplitics with Alex Clark, Human Events with Jack Posobiec & Freedom Seeds with Isabel Brown  

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Charlie Kirk, Benny Johnson & Alex Marlow as they break down what’s happening across the movement.

Hour 3: Tune into Freedom Papers with Morgan Zegers & special guest Freedom Caucus Chair Congressman Andy Biggs as they dissect the Federalist and Anti-Federalist Papers."
ClimateChangeMovements	"The focus on at-home charging for electric vehicles is something that will ease range anxiety as equitable charging infrastructure becomes more available. No one wants to run out of battery on a road trip, but EV charging won't necessarily mirror the gas station stops we are accustomed to. 

https://www.startribune.com/electric-vehicle-revolution-brings-changes-to-minnesota-garages/600128347/

Many of Minnesota's electric cooperatives offer programs for off-peak charging and charger installation, so check with your local electric cooperative if you #goelectric."
BellbrookWokeRadicals	"The more facts and evidence we uncover, the clearer it becomes, the Sugarcreek Police Department needs to be taken over by Greene County Sherriff Gene Fisher. 

When a police department is corrupted from the top-down, influenced by those in political power, Ohio Law no longer applies.  The Police can never become a weapon to be used against the opposition of those in power."
RenewableEnergyPromotionAndGrowth	The Alliance for Michigan Power believes our power should be reliable AND clean.
DemandClimateActionFromLeaders	"⚠️2X MATCH ALERT⚠️

Help us fight for Mother Earth 🌊🌎🌳 
We need to come together and push for climate action and a better future.

Your generous gift will be matched $1 for $1 — but only for a limited time. Donate now and help create the change we need for our planet. 👇. "
CarbonEmissionReduction	"For two years this page has listened.
We have heard the voices of our community members.

Our community is now leading other communities across Ohio to defeat these unfair and brutal property tax levies on our homes. 75% of all property tax levies failed last election, thanks to the the VOTE NO SUPPORTERS of Bellbrook-Sugarcreek leading the way!

Only on this page will you find the TRUTH, FACTS, AND EVIDENCE about our school board, and its financial health, exposing facts from fiction.

The VOTE NO page has taken on the hard issues, the school board and yes Pac, refuse to address.

While we were speaking out, they were SILENT.

We have held those in power accountable for breaking Ohio Laws and won in Court. Proving what we said on this page, was in fact TRUE.  Our claims were not ""frivolous,"" as the school board, the administration, and the yes Pac claimed, lying, trying to deceive the community.

This page works for the taxpayers.
You speak, we listen.

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. 

NO MEANS No!"
CelebrateBuildBackBetter	Grassroots advocacy is essential to the advancement of nuclear carbon-free energy, says fmr. Asst. Sec. for the Office of Nuclear Energy Dr. Rita Baranwal. Watch her latest interview to learn more about the vital role advocates like you can play in ensuring that all carbon-free energy sources, including always-on nuclear power, are part of the clean energy conversation.
OilAndGasTaxesBad	Trenton's Energy Master Plan is going to force your favorite diner to spend thousands of dollars replacing their gas stoves with new, more expensive electric stoves. Your food may never taste the same. #SaveOurStoves. 
VirginiaConservatives	"As a parent of two young children, I cannot help but focus on their future, and the looming issue that their generation will be worse off compared to mine and my parents’ generations.

 Our education system is in shambles, creating an environment that leaves our children confused, anxious, and depressed. Suicide rates among our youth are skyrocketing, all while schools’ scores are plummeting – we can all agree that when it comes to our children’s education, something is severely wrong. 

Young Americans are saddled by debt, unable to find a decent job, save to start a family, or purchase a house – they simply cannot get ahead in today’s world. Many are choosing between medical treatment or bankruptcy, food or rent, surviving today, or building a future. Dealing with this current reality, when just a few decades ago we were able to raise a family on one income – again, we can all agree that something is severely wrong.

These are the issues we should be focused on. 

Those who have spent their lives in Washington D.C. are not focused on these issues.

Deciding to run for office was not easy – yet neither is standing by and watching the fabric of our great nation be torn, by destructive and divisive career politicians down in Washington. 

Like most Americans, I found myself politically abandoned by both parties – as a result of their focus on cultural division and polarization, and not one of unity and the belief in American values.

I embrace the moderate road, one based on building up our nation, starting with our families and young generations, those who have faced the grim reality of being worse off than their parents.

 I am not guided by party line, but rather the principles outlined in our founding documents --
                        responsibility, hope, and liberty.
If you are one of the many Americans who are fed up with the career politicians who have led our nation astray, 

I ask that you join me, not as a Democrat nor a Republican – but rather, an outsider

-JSP. "
AntiFossilFuelInfrastructure	"On August 1, one of our drivers reported #oiltheft at Croton Colonial Restaurant & Diner in Croton-on-Hudson, NY, where thieves had broken into and robbed this Buffalo Biodiesel vat, tearing off all of its protective gear. We recycle the used cooking oil to make sustainable biofuel—instead, it’s being targeted by interstate organized crime rings. If you witness or have any info of an #oiltheft at our vats, please call 911 and then report it to us at 1-800-721-1427.
News 12 Westchester lohud ABC7NY Daily Voice Northern Westchester Daily Voice Northern Westchester CBS New York. "
RestoreVirginia	"We're gearing up for YEAR 3 of our annual toy drive partnership with Kind to Kids Foundation! 

This year's Holiday Toy Drive will be held on Sunday, December 5th at Anthony's Coal Fired Pizza (at 4805 Limestone Road, Wilmington, DE 19808).  

Participants are encouraged to donate toys between the hours of 12-noon and 5:00 p.m. Kind to Kids will make sure the toys are given to children in Delaware foster care.

For those who may be more comfortable with donating toys virtually, please check out Kind to Kids' 2021 gift registry by clicking here: bitly.com/kindtokidsregistry. 

Stop by with a toy to donate on December 5th and say hello to me!"
ClimateChangeMovements	Is it true that 97% of climate scientists agree that climate change is real? Where does the 97% figure come from? And if it is true, do they agree on both the severity of and the solution to climate change?
RestoreVirginia	"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Matt Cartwright enough is enough."
RenewableEnergyEconomicBenefits	Thank Senators Coons and Carper for fighting for farm families and a healthier environment for birds and people. The Growing Climate Solutions Act is the first step toward raising farmer income while reducing carbon emissions. Sign up today to show your support!
CarbonEmissionReduction	We’re making changes in our own operations and supporting public policies that can speed change in the entire industry. #bpnetzero. 
NuclearRevenueSupportsJobs	Thanks to nuclear power, Illinoisans don’t have to wonder if the lights will come on when we flip a switch.
RightWingCampaigns	"New York Republican Chairman Nick Langworthy will continue his statewide “Just Say No” tour in Columbia County to highlight the Party’s opposition to the November election ballot propositions. #JustSayNoNY 

Columbia County GOP. "
BuildBackBetterActCampaign	"Why does Sugarcreek Township employ a Police Chief who does not live in the community he serves? In fact, this Police Chief doesn’t even live in Greene county!

Run out of the Dayton Police Department for unethical behavior, yet this cast-off, bad penny, is our Police Chief.

It's like the Trustees are hiring from the ""island of misfit toys.""

Hiring those rejected by the City of Dayton, ignoring the glaring warning signs, and hard lessons learned, others discovered concerning the defects in their ethical nature.

The Trustees should start exploring the option of contracting out “Police services” with the Bellbrook City Department.

It will be financial cost savings to the Township and would bring in the well-run management team of Chief Doherty, who has the highest ethical standards when it comes to law enforcement.

With the current scandal involving Chief Brown, Detective Stayer, Sargent White, and officer Clark, it is time to clean house and shut down this biased and unethical police department.

The rot of this corruption starts at the top and goes to the bottom.

If you live in the township, call your Trustees, 937-848-8426 and demand action.

When the Sugarcreek Police Department is used as a political weapon by the politically powerful, against taxpayers they disagree with, it is time for the taxpayers to be afraid.

Corruption of those who patrol our streets, carrying a badge and a gun, with the power to imprison you, can never be allowed.

The Sugarcreek Police have tarnished the oath they were sworn to uphold and have lost the faith and trust of our community."
GreenEnergyCreatesJobs	"Today, En Nuestrxs Manos, Episode One of our new docuseries in partnership with The Redford Center  and League of Conservation Voters , Community Power, launches. This powerful piece was directed by Chispa’s very own Pita Juarez, and highlights Chispa AZ’s work on electric school buses in the Cartwright District.
Watch the video and join our movement: https://redfordcenter.org/power-vote-community-power #CommunityPower #PowerTheVote. "
GoBold	Here’s how storms like Elsa are connected to climate change.
RightWingCampaigns	That Would Be GREAT... 😅🙏 #BigGovSucks #SocialismSucks #Gas #PresidentBiden #JoeBiden #USA #Conservative #TPUSA. 
ClimateEmergency	By partnering with XL Fleet to transition our fleet from gas to electric and hybrid vehicles, Apex takes an immediate and significant step toward reaching our carbon reduction goals.
GreenEnergySupportsCommunities	SCP, the public power provider for Sonoma & Mendocino Counties, makes renewable energy accessible to residents and businesses with competitive rates and big community benefits.
AbandonedWells	After a new pipeline is assembled, inspected, and tested, it is covered and topsoil replaced to return the area to conditions as close to pre-construction as possible.
GoBold	To help fight climate change, we’ll need every tool in the toolkit and the sooner we start, the better. Learn more how net-negative oil can help clear the air on the ground and in the sky!
ClimateChangeMovements	Founded in 1984, the Colorado Oil & Gas Association’s (COGA) mission is to foster and promote the beneficial, efficient, responsible and environmentally so. 
GoBold	Georgia is ahead of most states in cutting carbon pollution blamed for climate change.
GreenEnergyCreatesJobs	You might have read that we don’t need oil anymore, or that the oil industry is in an “existential crisis.” But in reality, we are going to need a lot of oil for many decades to come. Gasoline represents just 45% of U.S. petroleum consumption. So even if electric cars replace all gasoline-burning vehicles tomorrow, we will still need oil for the 55% of U.S. petroleum consumption for which there are no scalable substitutes. Check out IPRB's infographic to learn more and learn more at iprb.org: https://bit.ly/3BfJPoZ. 
BuildBackBetterActCampaign	"Criminal Justice Reform

At the most basic level, the role of government is to help keep us safe, while preserving  fundamental rights under the Constitution.

In no other aspect of society is that more important than our criminal justice system. Police. Courts. Prisons. We give them all incredible power over human lives — and we have to get it right."
ClimateEmergency	CEO Alan Armstrong discussed how natural gas networks are key to our nation’s energy transition @CERAWeek Read more: wmb.link/CERAWeek-2021  #CERAWeek. 
GreenEnergyCapacity	As part of our #ResponsibleEnergyPlan announced in January 2020, our clean energy transition also includes lowering our wholesale rates. Today, we announced an immediate 2% wholesale rate decrease for our utility members, with another 2% wholesale rate decrease in 2022. The wholesale rate decrease was included as part of our processes with our rate regulator, the Federal Energy Regulatory Commission, and requires its approval. Read more at https://tristate.coop/tri-state-reduce-wholesale-rates-ferc-settlement. 
LawmakersAndOilAndGas	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Poplitics with Alex Clark, Freedom Seeds with Isabel Brown & Human Events Daily with Jack Posobiec. 

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Charlie Kirk, Alex Clark, Erin Elmore, and Jason Rantz, as they break down what’s happening across the movement.

Hour 3: Tune into episode 2 of Reloaded with Paige Roux and Breakaway with Jon Root and special guest Aubrey Huff."
RightWingCampaigns	Americans should have the freedom to make their own medical decisions and not be forced to get a vaccine just because power hungry politicians in D.C. say you have to.
OilAndGasBoostEconomy	Did you know that most athletes use petrochemicals to ensure peak performance? From polyester jerseys to polyethylene lane dividers, petrochemicals produce top-tier athletic gear used by some of the best professional athletes in the world.
AbandonedWells	"Becoming a member of the REOCA means a whole lot more than supporting renewable energy and a more sustainable future. It also means saving money and getting good deals. 

Check out the latest perks for our members:. "
ClimateChangeMovements	"Mni Wiconi - Water is Life 

Check out our new Iyoha.co store, where all proceeds are to support and champion our mission. 

In the aftermath of our fight against the Dakota Access Pipeline (#NoDAPL), we renewed and deepened our commitment to self-determination through institution building and renewable energy development. Join us!

#MniWiconi #SAGESRST #StandingRock. "
RenewableEnergyPromotionAndGrowth	Shorter winters and higher temperatures are making some activities more risky.
BuildBackBetterActCampaign	"""Sport has the power . . . to unite people in a way that little else does. .  . It is more powerful than governments in breaking down racial barriers. It laughs in the face of all types of discrimination."". "
ClimateChangeMovements	"""That is why EV infrastructure is so important. What we put on the road is one the few ways we can directly control air pollution."" Learn more about what steps a doctor says we should take to clean Colorado's air."
BuildBackBetterActCampaign	Drinking water or taking a shower shouldn’t make you sick. Georgia Power is willing to take that risk. Tell the state to make Georgia Power clean up its coal ash and move it to a lined landfill. #GACleanYourAsh. 
CleanEnergyPromotion	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses a Facebook whistleblower, China's economy, & more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Colton Duncan and Morgan Zegers as they talk about bridging the divide in our country, 'What in the World Wednesday' and more!

On The Frontlines host Isabel Brown sits down with Avery Severson about her story starting a TPUSA chapter on campus and watch SMASH with MAGA Hulk, Stephen Davis as he breaks down mainstream music and how it's corroding our minds. 

We will wrap up the show with POPlitics with Alex Clark as she dives into the Squid Game, the couch guy from TikTok, Jojo Siwa & more!"
RenewableEnergyPromotionAndGrowth	“Because we actively listen to our customers and are focused on understanding their needs, we know that receiving great service at a great value is at the top of their list, and we work hard to meet and exceed their needs every day — no matter the weather.” Learn how Spire works to provide customers with the energy they need 24/7/365. #FuelingOurCommunities. 
CleanOilAndGas	FACT: Outdoor sports use oil and gas products in their gear to make them light-weight, water-resistant – even life-saving. Thank you to North Face and all the other outdoor sports manufacturers for being such great consumers.https://www.youtube.com/watch?v=GH0UjtGCgU4. 
DemandClimateActionFromLeaders	"Without action, our democracy and our access to it is in serious jeopardy, which is why the Senate must ensure fair elections, protect the freedom to vote and pass the For the People Act! To take action, visit sc.org/4thepeople or text ""FTP"" to 69866 to call your Senators now. Special thanks to Geena Rocero."
AbandonedWells	"Florida families need Maria Salazar to see what’s in front of her:

The danger is real. Extreme weather is more intense and more frequent than ever before -- and all the more reason to act now."
BuildBackBetterActCampaign	"BBC says the United Nations' new climate change report is a ""code red for humanity"" — but climate science and 200 years of human history show we can rest easy. By nearly any measurement, this is the best time yet to be alive."
ClimateChangeMovements	"Want someone that will ACTUALLY fight for you?

This is what I’m AGAINST. Random order (not a complete list):

1. Green New Deal 👎

2. CRT 👎

3. Gender Modification of Children 👎

4. Pornography & Pedophile how to books in city & school libraries. 👎

5. Restricting U.S. fossil fuel production. 👎

6. Infringements on 2nd Amendment. 👎

7. Big Tech censoring Conservatives. 👎

8. Cancel culture. 👎

9. BLM 👎

10. ANTIFA 👎

11. Rioting 👎

12. Open Borders. 👎

13. Incentivizing illegals to come here. 👎

14. #FakeNews 👎

15. Regressive taxes. 👎

16. Anything that hinders free, fair, open, & transparent financial markets. 👎

17. Subsidies 👎

18. Election fraud. 👎

19. Unconstitutional mandates. 👎

20. Unduly burdensome regulations. 👎

21. Inflationary policies. 👎

22. 🦏🦏🦏 👎

23. Abortion 👎

24. Foreign influence of elected U.S. officials & elections. 👎

25. Unfair trade practices. 👎

26. Property taxes - especially on primary residences. 👎

27. Government over reach. 👎

28. Unrestricted/untaxed remittances. 👎

29. ANYONE restricting your medical freedom. 👎

30. ANYONE telling you how to raise your children & subverting your values. 👎

barone4congress.com. "
AbandonedWells	"School board members Carpenter, Price, and Dorn are now actively working in conjunction with the yes Pac, through their personal FB pages, using their positions and power on the school board to push the passage of the levy.

We have a quorum of 3-board members actively campaigning and crossing the line of what is acceptable and allowed.
This is a violation of Election law.

The silly, matching disclaimers posted on Prices and Carpenters pages, which one has to assume was written by school board attorney, Jackass Justice, who has given nothing but bad legal advice to this board, will not protect them from the complaints which will be filed after this $22,540,000.00 million dollar property tax levy is defeated.

Not to mention this:
Davison v. Randall, 912 F.3d 666 (4th Cir. 2019), in which the Fourth Circuit ruled that an elected official’s social media page can constitute a public forum.  There is also an opinion from the Second Circuit that reached a similar conclusion with respect to then-President Trump’s nominally “personal” social media accounts, Knight First Amendment Inst. at Columbia Univ. v. Trump, 928 F.3d 226 (2d Cir. 2019). 

Most taxpayers are not aware there was also a lawsuit in 2019 filed by a citizen of Clermont County against State Sen. Joe Uecker who alleged that he had been illegally blocked from Uecker’s Facebook page.  The case was filed in federal court in Cincinnati, and captioned Robert Fambry v. Joseph Uecker, Case 1:19-cv-00056-MRB.
The Cincinnati Enquirer reported that it quickly settled for $20,000 and an agreement to unblock the citizen: https://www.cincinnati.com/story/news/politics/2019/02/13/ohio-lawmaker-settles-lawsuit-over-blocking-constituent-facebook/2862724002/

These board members have no fear of punishment, foolishly believing that they are somehow above the law of the land.
When they are caught, they use the school's insurance company to protect them and pay for their ligation costs.

This is why these arrogant board members, Carpenter, Price, and Dorn could care less about breaking Ohio laws. They believe the crime is with the punishment because the insurance company is picking up the tab!

In NOVEMBER, it will be time to VOTE OUT, these appointed board members Price and Dorn who believe that they are smarter and better than the “small people” of our community.

These lifelong government employees who have zero clues how to balance a budget, run a business, or understand what it is like to struggle to pay bills, or put food 🍱 on the table need to be VOTED OUT OF OFFICE. 

It is time to get rid of these bumbling government bureaucrats and replace them with candidates who understand how to live within the budget the taxpayers have given them.

Until then, VOTE NO and refuse to give this hateful and intolerant board member the $22,540,000.00 million dollars in property taxes on our home 🏡 they are demand you pass.

NO MEANS NO. "
GreenEnergyCapacity	"We know, we know. Some people don’t like the look of transmission lines. But the fact is, we need overhead transmission lines to power our homes and transport clean renewable energy.

While it may be more aesthetically pleasing to some to bury transmission lines, we’re simply not there yet. Underground transmission sounds good on paper, but it comes with problems, especially in terms of wildlife and habitat disruptions. Drop your questions about transmission in the comments below. 

 #RenewableEnergy #ReNewMexico #SolarPower #EcoFriendly #SustainableEnergy #GoGreen #Environment. "
ClimateChangeMovements	"Did you know you can submit a customized comment to the Forest Service about reinstating the Roadless Rule? 

And if you do submit a personalized comment through seacc.org/roadless, you could win a Wild Alaskan Seafood Medley Box from Alaskans Own (plus, many other prizes).

No time? We have four pre-written comments to the Forest Service seacc.org/roadless. Choose from a focus on 1) recreation on the Tongass, 2) the economic benefit of keeping the Tongass intact, 3) the Tongas crucial role in climate change, or 4) subsistence for Southeast Alaskan communities.

Happy commenting! 

#SaveOurRoadlessForest #ProtectTheTongass. "
RenewableEnergyPromotionAndGrowth	"Becoming a member of the REOCA means a whole lot more than supporting renewable energy and a more sustainable future. It also means saving money and getting good deals. 

Check out the latest perks for our members:. "
OilAndGasTaxesBad	"Senator Mitt Romney, several other Democrats, and some Republican Senators brought a bipartisan ""hard"" infrastructure bill to President Biden on Thursday.

""We have a deal"", President Biden said.

But House Speaker Nancy Pelosi wants to pass a much larger ""human infrastructure"" bill that's really just welfare, a bailout of poorly-run states, funds ""green energy"" to kill our American O&G industry and jobs (while foreign countries keep producing), and could possibly include funding for millions of ILLEGALS to get a ""pathway to citizenship"".

https://www.cnbc.com/2021/06/24/infrastructure-deal-talks-biden-invites-bipartisan-senators-to-white-house.html

All of this from the party that screams ""no one is above the law"", ""justice"" this and that, and ""everybody needs to pay their fair share"".

It is a testament to her lack of integrity that Pelosi can keep a straight face as she slurs about Republicans causing a ""Constitutional crisis"" when members of her party have advocated for prosecuting people who criticize lawmakers (1A), the confiscation of guns from law-abiding citizens (2A), and bypassing the due process of the 5th and 14th.

Any infrastructure bill that kills American jobs is a ""NO DEAL"" for us.

Oil & Gas Workers Association is working to secure and advance AMERICAN #oilandgas jobs. We're fighting for AMERICAN workers.

Join us and chip in to Support OGWA at 
ogwaUSA.com

#ogwausa #drilling #offshoredrilling #fracking #pipelines #energy #oilandgasindustry #oilandgasjobs #oilandgasworkers

Please Like and Follow our page. Facebook has been limiting the number of Invites we can send out to people who have reacted to our paid ads and sponsored posts ""to prevent any misuse"". This page should be over 100k Likes and Follows."
BuildBackBetterActCampaign	The young oil pipeline and shipping company Max Midstream shipped its first oil in May, shipped its last in June and has since been hit with a brace of expensive lawsuits.
ClimateChangeMovements	Only you should hold the power to decide if and how to grow your family. We’re fighting for the healthy, safe and free future we all deserve! Join us!
ClimateChangeMovements	Will you give a $20 gift of love to support re:power’s organizing alumni, like Maryland State Senator Cory McCray?
ClimateChangeMovements	It's global warming's 33rd birthday — and none of its apocalyptic predictions have come true.
ClimateChangeMovements	"INVESTING IN FUTURE GENERATIONS OF PEOPLE OF COLOR: Gavin Newsom has helped create more representation in California leadership by appointing people of color to positions with real power. In contrast, the conservative candidates against Newsom have spent their time attacking our ability to teach our histories in school and promoting policies that will make life harder for Black and brown families. Help us keep our progress going by voting NO on the recall.
#KeepGoingCalifornia
#NoALRecall
#NoRecall. "
GreenEnergySupportsCommunities	The cement and concrete industry is committed to achieving carbon neutrality – learn more about how cement production is becoming more and more sustainable at shapedbyconcrete.com. 
AntiFossilFuelInfrastructure	"🔴 Amy Klobuchar just gave a RINGING ENDORSEMENT of The John Lewis Voting Rights Act: “𝙒𝙚 𝙢𝙪𝙨𝙩 𝙥𝙖𝙨𝙨 𝙩𝙝𝙚 𝙅𝙤𝙝𝙣 𝙇𝙚𝙬𝙞𝙨 𝙑𝙤𝙩𝙞𝙣𝙜 𝙍𝙞𝙜𝙝𝙩𝙨 𝘼𝙘𝙩. 𝙏𝙝𝙚 𝙨𝙩𝙖𝙠𝙚𝙨 𝙘𝙤𝙪𝙡𝙙 𝙣𝙤𝙩 𝙗𝙚 𝙝𝙞𝙜𝙝𝙚𝙧.”

BUT: Mitch McConnell and his corrupt Republicans announced they’re going ALL IN to kill this bill in the Senate.

So we’re power-fundraising to hit 25,000 donations today to pressure the Senate to pass the John Lewis Voting Rights Act. If we fall short, McConnell will be THRILLED! 

Do not delay, rush $10 NOW >>. "
GreenEnergyCreatesJobs	"A new regulation was recently passed, by the Arizona Corporation Commission, limiting access to solar!

So don’t miss out! Join over 7,000 of your neighbors that have requested estimates, from SunSolar Solutions, by clicking “Get Quote” today!"
ClimateChangeMovements	Only you should hold the power to decide if and how to grow your family. We’re building a state where we can all thrive with access to reproductive healthcare in our own communities. Learn more!
DemandClimateActionFromLeaders	Seabirds such as the Atlantic Puffin rely on forage fish to survive, but overfishing, climate change, and habitat loss threaten this vital food source. Urge your members of Congress to support laws and policies that protect forage fish and the seabirds that need them.
