theme	top_25_tweets
EconomicAdvantagesOfRenewableEnergy	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses what the Milwaukee DA said about the Christmas parade murderer, China plans to establish a Naval Base in the Atlantic Ocean, the White House urges Ukraine defense amid Hunter Biden and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Morgan Zegers and GETTR Senior VP of Marketing and Global Engagement, Kaelan Dorr who will talk about social media and free speech, big tech collusion, Beijing Olympics and more!

Freedom Papers host Morgan Zegers covers Federalist 8, detailing Alexander Hamilton's continued warning & advice on how best to prevent conflict between states, why and how a union exists & the consequences that hostility can bring.

We will wrap up the show with POPlitics with Alex Clark as she dives into the shocking CIA cover-up, footage of pro-abortion activists outside The Supreme Court, 'Freak of the Week' and more!"
OilAndGasExtractionRisks	Did you know that heavy transport like ships & trucks are harder to electrify than cars? The good news is zero-carbon fuels like hydrogen and ammonia can do the job instead.
RestoreVirginia	"From John B. Cooke and Vivianne Horta Melendez - - 
The Cuban Government has been in power for over 60 years. The Cuban People have had enough!! Join us this Saturday to help spread awareness, uplift the Cuban Voices & share what is happening in Cuba 🇨🇺
Bring your flags…lawn chairs…enjoy some Cuban music…eat some great Cuban Food….and most of all CELEBRATE OUR AMERICAN FREEDOM!!!"
AdvocateForGreenEnergy	"𝗬𝗼𝘂𝗿 𝗯𝗶𝗿𝘁𝗵𝗱𝗮𝘆 𝗶𝘀 𝗰𝗼𝗺𝗶𝗻𝗴 𝘂𝗽 𝘀𝗼𝗼𝗻! 🎉🎈 Did you know that you can ask your friends and family to support organizations that are working to fight climate change – in honor of your special day?

When you create a Facebook Fundraiser for Food & Water Watch on your birthday, you can make an even BIGGER impact in the fight for safe food, clean water and a livable future! Click the button below and search for “Food & Water Watch” to get started."
AdvocateForGreenEnergy	Goodhue County farmer forced to sell cattle because of drought. 
AdvocateForGreenEnergy	Texas and Minnesota have more in common than you think, particularly when it comes to preparing for extreme weather.
RenewableEnergyGrowth	New report shows Illinois job, economic growth in electric transportation sector. 
NuclearEnergyBenefits	The Virginia Oil and Gas Association is proud to announce the Virginia Hot Christmas Meal Project. Starting this week the Association will be providing 1350 hot meals to people in need across the Commonwealth. https://www.vaoilandgas.com/2021-hot-meal-project.html. 
TackleClimateChange	Many Arizonans, can’t afford an abortion and struggle to access a clinic. Abortion bans and restrictions force people to continue pregnancies, often without access to maternal healthcare. We all deserve the power, resources, and support we need to thrive!  Learn more.
OilCreatesJobs	"The Permian Basin, which accounts for just under half the nation’s rigs, added one rig to make 267 at work across the region. That’s 137 more than the 130 at work in the Permian last year.

https://www.mrt.com/business/oil/article/Permian-continues-to-account-for-about-half-16536560.php. "
TackleClimateChange	Will you chip in $25 to support re:power alumni like, Nashville City Councilwoman Delishia Porterfield? Delishia participated in our transformative governance and progressive policy training and is currently working to include the people of her community in the redistricting of the Nashville Metro.
AgencyToStopClimateChange	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses China's new hypersonic missile, gives us a #FreedomFlu update, covers Antifa demanding vaccine mandates and more!

We will wrap up the show with the TPUSA LIVE team joined by host, Jon Root, and special guests Grace Saldana, Morgan Zegers, and virtually, Vivek Ramaswamy and Andrew Bogut who will talk about woke corporations, Australia, and more!"
LegislatorsMustActAgainstClimateChange	We’re building toward a future where all people in Arizona have the power, resources, and support we need to get abortion care! We need you to join the fight today - add your name!
StopOilPollution	This extreme heat is causing infrastructure — like the roads we drive on —  to buckle and collapse. Get more facts from real climate scientists, right here.
TackleClimateChange	Hydrogen takes off: Several airlines have recently made news by announcing plans to invest in ongoing studies of electric and hydrogen-powered aircraft. One of the green startups leading this charge is California based Universal Hydrogen, learn more - https://www.aviationtoday.com/2021/07/19/airlines-show-growing-interest-electric-hydrogen-powered-aircraft/. 
PoliticalActivismForRenewableEnergy	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses news that the NIH director Francis Collins will resign, updates from Project Veritas, a Facebook whistleblower and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Audrey Wikan, Morgan Zegers, and Amy Robbins as they talk about mob mentality, halloween candy and they play 'Law or Nah?'

RELOADED host Paige Roux covers whether parents should expose their children to firearms and watch Breakaway with Jon Root as he sits down with former NFL record holder for longest field goal- David Akers. 

Then we have POPlitics with Alex Clark as she talks about Florida's First Lady, Mr. 305 is a dudeservative, and the Roe baby is alive!

After you’ll watch Only In America with Jeff Webb and Socialism Sucks, Navajo Edition. 

Then at 8:00pm ET / 5:00pm PT watch Charlie Kirk on his Critical Racism Tour at Minnesota State University."
EconomicAdvantagesOfRenewableEnergy	Increasing greenhouse gases are the LEADING CAUSE OF GLACIAL RETREAT over the past 50 years. Replacing single-pane windows with energy-efficient ones could reduce a home's carbon footprint by up to 3 TONS OF CO2 a year. #WeCanDoBetter MORE: http://bit.ly/35k2Jdp. 
AntiWoke	"#BREAKING: Stanford Student Senator Gabby Crooks calls for WHITE GENOCIDE. 

CCR stands against this hateful, racist, and violent rhetoric. Truly violent and racist ideas should concern everyone on our campuses. It is a distinct failure of academic institutions like Stanford for allowing this rhetoric to propagate among the student body. We support our chapters, like the Stanford College Republicans, exposing these beliefs — especially when those at fault are in positions of power and influence. We encourage Stanford students to reject Crooks’ racism and not re-elect her to the Student Senate.

Update: Crooks has deleted her Twitter account and appears to have deleted her Facebook profile.

From Stanford College Republicans: “Gabby Crooks, a senator in Stanford's student government, has explicitly called for the eradication of white people. With Stanford student government elections being held this week, and with Crooks on the ballot, SCR has discovered Crooks' extensive record of racist anti-white remarks on social media. In one tweet, Crooks wrote “yes I think white people need to be eradicated.” In other tweets, she refers to white people as “crackers.” Gabby Crooks is openly advocating for white genocide. These racist and genocidal remarks are disgusting. The left wants you to believe that racism is acceptable, as long as it is targeted at whites. We are not standing for that lie. Crooks' bigotry doesn’t stop at anti-white racism. We will be releasing more hateful statements from Crooks in the coming days, including remarks about Asian Americans – Stanford students deserve to know the truth when they cast their ballots in the ASSU election this week. #StandAgainstHate”. "
EconomicAdvantagesOfNuclearEnergy	Maryland’s economy continually outperforms the rest of the nation, thanks in part to nuclear power. Follow our page today to learn more about the surprising industry that’s strengthening the state’s economy.
ReduceEmissions	Why doesn’t WI allow third-party solar? We’re not sure, but we’re trying to fix it. Sign the petition now!
NeedQuickResponseForClimateCrisis	"Should Big Tech have the power to control what we see, hear...and even think? Online censorship shouldn’t be a partisan issue. In our latest short documentary, Restricted: How Big Tech Took Away Your Freedom, PragerU reveals this growing threat and shows why online censorship is an issue for everyone.
Watch now at Prageru.com/restricted. "
AntiWoke	"""Political persecution: In political conflict, this strongly increases the likelihood of state repression. 

States so often engage in repressive behaviors in times of civil conflict that the relationship between these two phenomena has been termed the ""Law of Coercive Responsiveness"". 

When their authority or legitimacy is threatened, regimes respond by overtly or covertly suppressing dissidents to eliminate the behavioral threat. State repression subsequently affects dissident mobilization, though the direction of this effect is still an open question. 

Replace ""States"" with ""School Boards"" and you will understand how a biased Police Chief ginned up charges, for political purposes, in order to arrest the school district's most vocal and successful opposition leader. 

Click on this link: Https://Stafford.ohiostandyourground.com

Watch the videos and listen to the truth, in their own words of how this ""conspiracy to arrest"" was manufactured by the Police officers and Detective involved, including the Police Chief.

It is the opinion of some, that this ""political prosecution,"" coming from this Police Chief, is all about keeping me from running for school board in November. There is talk he is doing the dirty work of those within the power structure of our school district.

The BIG question: Is this the ""FOP member"" the School Board Attorney, Tabitha Justice, threatened to use in her letter to me? 

Does this explain why the Sugarcreek Police Department and the Greene County Prosecutors have refused to do anything about the actual assault, attempted assaults, threats of violence, harassment, and targeted cyberattacks against me, my family, and my business by the Vote yes Pac members?"
GreenEnergySavesMoney	ICYMI: a couple of months ago our very own Jeff Jarrett purchased his very own solar generation system. Today we're re-sharing his story about how he came into the solar industry and why solar makes sense numbers-wise for so many customers.
ClimateActionDonation	The people of Oklahoma Oil & Natural Gas have contributed more than $60 million to the United Way of Central Oklahoma in the past 10 years.
ChallengesFacingRenewableEnergy	"""The Welfare State"" is this week's topic. ""The collectivists have not abandoned their ultimate goal - to subordinate the individual to the State - but their strategy has changed"" from Barry Goldwater's Conscience of a Conservative. These videos - Thursdays with Theresa - are hosted by the Chairwoman. The views expressed are her own with a conservative lens.    

The Foremost Principle of a Conservative is advancing FREEDOM. Each person is responsible for his own choices. We want enough order – government – to create a climate that allows a person, the freedom to be all he can be while respecting the rights of all."
SupportForOilAndGas	Love cooking with natural gas? Watch this video and learn how this affordable and reliable energy source can benefit the entire state of New York.
NuclearAdvocacy	In every season and in all kinds of weather, we can count on nuclear power to keep the lights on.
LegislatorsMustActAgainstClimateChange	Study: Human-induced climate change responsible for a third of heat-related deaths. 
OilAndGasExtractionRisks	"For Immediate Release: Our Response To President Biden’s Visit to Idaho.

Mr. President,
We hope you enjoyed your time in Idaho this week. It must be a good feeling to get out of Washington, DC. Unfortunately, we were not able to connect while you were here. If we had been able to meet, there are a few topics we would have discussed:

As with all things in life, there are areas you can directly control, those you influence, and others you have no control over. As President, there are clear boundaries about what you can control. As the 10th amendment says, you can only do what is explicitly called out in the Constitution. Everything else must be done by influence. The Legislative branch has the ability to create laws but you do not. EVERYTHING else is owned by the states or individuals. 

Over the past nine months of your presidency, you have consistently overstepped your authority with states rights. Here in Idaho, we believe in self-reliance and independence. Idahoans know what is best for Idaho - not you. 

In addition, the policies you have enacted are negatively impacting the next generation of Americans that we represent:

- Most small businesses are owned by the under 40 group. Increased regulation, tax increases, and mandates are suffocating small businesses. Thousands have closed their doors.

- Inconsistencies in your COVID communication is causing confusion and mistrust. Decisions on schools impact our children. Parents are trying to juggle careers with potentially having to stay home due to closures. Vaccine mandates risk the jobs for many young professionals. The federal government has no place in requiring private citizens or businesses to be vaccinated. You have violated your promise to never mandate vaccines when you campaigned. It also sets precedent for a scary future. You are not exhibiting leadership. It is coercion.

- The rising inflation is hitting Americans at a time without much discretionary spending available. Inflation is the highest since the 1970’s. Home prices are the highest in history. Gas prices are averaging $2 per gallon HIGHER than just 10 months ago. While it may “appear” great to have a wage increase in jobs, it doesn’t matter if the cost increase is higher to do business. Those costs are passed down to consumers or businesses stop hiring as many people.

- Your unwillingness to address crime and homelessness in the country is impacting Idaho. Look at Seattle, Chicago, New York, Portland. Do you really believe things are going well there? We have thousands of people from these states fleeing into Idaho because of the failed policies there. This is placing tremendous pressure on Idaho infrastructure, land and energy use, and more.

- A really in-depth conversation is needed about your foreign and military policy. We are very disappointed in your handling of Afghanistan to put it politely. The mismanagement cost the lives of young Americans. 

- You came to discuss wildfires in Idaho but it turned into statements about global warming. While we all agree in being good stewards of the environment, you neglected to discuss the mismanagement of federal lands that make up about 70% of Idaho. This increases the likelihood of devastating forest fires.

Overall, if you look at many of the nation’s key performance indicators, almost all of them are trending worse than just one year ago. You must recognize this. Your poll numbers are lower and decreasing faster than any President during their first year in office.

Please recognize that we aren’t seeking to condemn. We genuinely want to help. You are the President currently. If you fail, America fails. Please let us know if you have time to discuss further. We’d be happy to meet with you. 

Oh, one last thing… It seems like every time you try to take questions your microphone stops working. We’d be happy to buy you a megaphone so you don’t run into these “technical” issues anymore.

Sincerely,
Idaho Young Republicans 

Young Republican National Federation
Idaho Republican Party
#idpol
#idleg
KIDO Talk Radio
Governor Brad Little. "
ChallengesFacingRenewableEnergy	Even when we are mandated to do something because of “the science,” or when we experience a tidal wave of public opinion in favor of some scientific consensus, just a little bit of knowledge of the issue will help us to respond appropriately. For instance, knowing how viruses and other disease-causing organisms are transmitted from person to person helps one decide when wearing a mask is most appropriate and when it will not make one bit of difference. Understanding weather systems helps one know if the latest natural disaster has historical precedent or might be the new climate change normal. But like real science, this takes work.
SupportForRenewableEnergy	With another hurricane season upon us, we are reminded of the role we play as individual Texans when it comes to preparing for and recovering from a storm. Every Texan can help themselves and their neighbors by maintaining normal routines and not overbuying fuel before or after a storm. #HurricaneReady. 
AdvocateForGreenEnergy	Support an organization making a tangible, lasting impact on world hunger: Last year Mercy Corps reached over 3.7 million people through our food security work that goes far beyond handing out food. Mercy Corps works to resolve underlying causes of hunger, from environmental disaster to the economic crisis caused by COVID-19. Support our work alongside people across the world—donate now.
AntiWoke	Researchers from the National Renewable Energy Laboratory are developing hybrid power plants that combine clean power generation with energy storage, resulting in a reliable, flexible energy system powered by renewable sources.
NuclearEnergyBenefits	"November is Native American Heritage Month, and while we believe that the rigorous and diverse study of history should be a yearlong/lifelong pursuit in order to be a balanced citizen, we would like to offer this as an opportunity to inspire you and your neighbors to learn more about our people. We have a few books that will start you off in the right direction:

'Waterlily' by Ella Cara Deloria
'Our History is the Future' by Nick Estes
'The Heartbeat of Wounded Knee' by David Treuer

#NativeAmericanHeritageMonth #Indigenous #StandingRock. "
OilCreatesJobs	🥶When you go brrrr but gas ⛽️ prices don't.
OilCreatesJobs	Stephanie Bice is committed to the people of Oklahoma. She fights to help our veterans, end wasteful government spending, and for our oil & gas industry. Democrats want her out of Congress - she NEEDS your help right now to stop their attacks. Rush in a donation now before the monthly deadline to support Oklahoma’s proven conservative leader!
SupportForNuclearEnergy	"HUGE wrong way Court of Criminal Appeals ruling gets BIG Amicus Brief response by myself and thirteen other Republican State Senators by filing an amicus brief supporting Attorney General Paxton's request for a rehearing on the Stephens case. You may have already heard about this case, but this is the case that strips all prosecutorial power from the Attorney General's Office. This must be reheard by the Court of Criminal Appeals!!

This is an important legal case to be considered for a rehearing. Because of the CCA ruling, the Office of the Attorney General no longer has the authority to independently prosecute criminal cases in trial courts. The Texas Supreme Court cannot overturn the CCA because they are the same level judicial. Ken Paxton has filed a rehearing motion with the Court of Criminal Appeals on this case. 

If the court does not reconsider its opinion in Stephens v. State and Ex Parte Stephens, election integrity cases will be left exclusively to being prosecuted by local county and district attorneys. The Attorney General’s Office must be able to defend election integrity in our great state. We cannot allow our elections to be manipulated. 

This is an important enough case for you to spread the word to everyone you know! 

I want to thank all my colleagues for dedication to this purpose. 

-Senator Bettencourt

Sen. Brian Birdwell Sen. Dawn Buckingham Sen.Dr. Donna Campbell Sen.Brandon Creighton Senator Bob Hall Sen. Bryan Hughes Sen.Lois Kolkhorst Sen.Jane Nelson Senator Angela Paxton Sen. Charles Perry Sen. Dr. Charles Schwertner Sen.Drew Springer Sen. Larry Taylor

https://senate.texas.gov/press.php?id=7-20220119a. "
OilAndGasExtractionRisks	"Party’s here🎉 Happy Meme Wednesday meatballs! 

#jerseyshore #rareearthelements #oilandgas #environment #jerseyshorememes #jerseyshorefamilyvacation #snookie 
#mikethesituation #beachlife #wheresthebeach #partyshere #climate #renewableenergy. "
NuclearAdvocacy	A turning point for ExxonMobil? This week’s shareholder vote could be a huge step toward aligning business strategies with a decarbonizing economy.
DemocratOutreach	"The Wabanaki Tribes are the original people of this place. There is no better way to protect tribal lands and waters than to restore tribal sovereignty.

MCV supports the growing movement to recognize the sovereign rights of the Wabanaki nations. This issue is central to protecting the air, land, water, and our shared climate future in Maine.

Click through the graphics to learn more and click on the links below to get involved.

🔵 TRIBAL SOVEREIGNTY CHECKLIST 🔵
1) Sign-up for the Wabanaki Alliance's email list: bit.ly/WabanakiAllianceEmailList
2) Sign the petition to share your support: bit.ly/WabanakiAlliancePetition
3) Donate to support the Wabanaki Alliance: bit.ly/WabanakiAllianceDonate. "
ChallengesFacingRenewableEnergy	"Seattle City Light doesn’t want you to know how much more expensive electric heating is compared to using natural gas.

On January 22, Seattle City Light CEO Debra Smith testified before the legislature in favor of a bill, HB 1084, which would push to reduce the use of natural gas for heating in homes and apartments. During the hearing I tweeted a chart from Seattle City Light’s web page, noting that the cost of electricity for homes with all-electric heat is double those heated with natural gas."
AdvocateForGreenEnergy	Find out why climate scientists agree that climate change causes more extreme droughts, bigger fires and deadlier heat.
AdvocateForGreenEnergy	"""Pte oyate"" means buffalo nation. Tens of millions of pte roamed the plains of North America but by the 1880s there were less than 400 left. Their incredible strength and will to survive near extinction reminds us that life is sacred. As a cherished relative, they provided life for the Lakota - and beyond the physical gifts they give, they connect us to the earth and sky and help carry our burdens.

#SAGESRST #StandingRockSiouxTribe #WaterisLife #MniWiconi. "
LegislatorsMustActAgainstClimateChange	"Tatiana Ibrahim is a regular mom who loves her kids, God and country too much to watch them be indoctrinated at school. She's organizing to end the teaching of Critical Race Theory (CRT). Andrea and Orlando speak with Tatiana about what she has learned and how she began to speak up against CRT in her kids' schools.

Watch TLC Live! On Facebook (https://www.facebook.com/TLCforTexas) or on YouTube (https://www.youtube.com/channel/UCTi1LGIYZDNRyEL08eYm90Q), and Comment Live on Facebook Every Wednesday at 11 AM!"
GreenEnergySavesMoney	"Worried about voter suppression in Texas, Georgia, and everywhere else? Us too.

Remember: if our votes didn't matter they wouldn't be trying so hard to suppress them.

Join us on July 28 at 12PM to discuss ways we can fight back against attacks on our right to vote.

https://repower.org/event/pps2/. "
AdvocateForGreenEnergy	"Hydrogen goes off-road: Jaguar Land Rover announced that it would be developing a hydrogen fuel cell powered prototype of its Defender SUV. This is part of the company’s attempt to meet a target of zero tailpipe emissions by 2036. 

Learn more - https://www.cnbc.com/2021/06/15/jaguar-land-rover-is-developing-a-hydrogen-powered-vehicle.html. "
LegislatorsMustActAgainstClimateChange	"The Biden Administration is moving ahead with the largest offshore lease sale in U.S. history, despite campaign promises toward bold and meaningful action on climate and environmental justice.

Lease Sale 257 will offer more than 80 million acres of the Gulf of Mexico to Big Oil, more area than the Trump Administration initially proposed. Moreover, federal officials have unlawfully relied on outdated and irrational environmental analysis in deciding to hold the sale."
LegislatorsMustActAgainstClimateChange	"""The notion that this publicly owned utility will somehow be able to achieve more or cheaper...community solar and offshore wind power…is a fantasy."" - Barbara Alexander, Director of Consumer Assistance for the Maine PUC 

Maine, lets stick to the facts and the experts. They are repeatedly telling us this is a fantasy not reality. 

https://www.pressherald.com/2021/12/19/maine-voices-public-power-a-bad-deal-for-maine/. "
AdvocateForGreenEnergy	Discover how EDF is saving large-scale tropical forests and helping the Indigenous people who defend them.
GreenEnergySavesMoney	"The American Jobs Plan will create millions of good-paying jobs. 🔧 Jobs modernizing our roads, bridges, and highways. ⚡ Jobs building a modern, clean-energy power grid. 🏡 Jobs you can raise a family on. 

Jobs that build America into a brighter future for us all ☀️. "
GreenEnergySavesMoney	An MSU study has concluded that community solar expansion in MI would contribute nearly $1.5 billion to the state’s economy over 30 years.
TackleClimateChange	As a national legal non-profit, no one fights more cases for the environment than Earthjustice. Learn more at earthjustice.org/neverrest. 
AgencyToStopClimateChange	Climate change means farmers have hotter nights, change in rainfall and freezing patterns. 
PoliticalActivismForRenewableEnergy	"Yesterday on August 19, one of our drivers reported #oiltheft at Chute Gates in Terryville, CT, where thieves had broken into this Buffalo Biodiesel vat, cutting off the lock to rob it. We recycle used fryer oil to make sustainable biofuel, but it’s being targeted by interstate organized crime rings. Please report any info to the Plymouth Police Department. 
The Register Citizen Republican American News 12 Connecticut NBC Connecticut WFSB - Channel 3 Eyewitness News Connecticut Public Hartford Courant Record Journal Hour Newsroom. "
AdvocateForGreenEnergy	Climate change means farmers have hotter nights, change in rainfall and freezing patterns. 
AntiTax	On Wednesday, November 17, 2021, the Biden Administration is moving forward with the largest offshore oil lease sale in US history—Lease Sale 257. And we're calling on President Biden to cancel it.
OilAndGasExtractionRisks	"🇺🇸  🇮🇱 Ends Wednesday: $250 Units with $0.25 Warrants

• Inspired by Scripture (Gen 49 & Deut 33)
Zion Oil & Gas, Inc. (OTCQX: ZNOG) envisions an Israel that is energy independent from onshore oil and gas finds that have been Biblically promised to Israel."
TackleClimateChange	Cleaner energy in Pennsylvania is only a click away. Follow our page today to help move our Commonwealth toward a carbon-free future.
EconomicAdvantagesOfRenewableEnergy	Five ways trees help to fight climate change.
RenewableEnergyGrowth	For the first time, all truck fleets participating in NACFE—including Frito-Lay, Anheuser Busch, Penske and DHL—are powered by electric motors.
TackleClimateChange	Did you know? Two-thirds of North America’s birds are at risk of extinction due to climate change. Sign up to find out how you can help fight the bird emergency.
LegislatorsMustActAgainstClimateChange	Thank you to Board Member Lake County Board Member Dick Barr, for putting Lake County residents first and voting NO on the Lake County Gas Tax Increase!
DemocratOutreach	"Morning Fuel returns next week! As cyber threats evolve, it's important to stay up to date on best practices and security measures. Register TODAY to hear from  Oil and Natural Gas Information Sharing and Analysis Center (ONG-ISAC) Executive Director Angela Haun and cybersecurity analysts Hassan Shahzad and Jacob Standley. 

Reminder: Morning Fuel events are FREE, but you must register to get a link to join."
AdvocateForGreenEnergy	"While holiday light displays are beautiful, they can also be a safety concern if they are not set up properly. Follow these safety tips to keep your home safe:

-Only use holiday lights and heavy-duty extension cords that are rated for outdoor use.
-Properly secure lights and décor to the ground, trees, house, or walls.
-Don’t leave lights on all day and night. Consider using a timer, instead.
-Plug your lights and décor into a GFCI (Ground Fault Circuit Interrupter) outlet."
LegislatorsMustActAgainstClimateChange	"CALL Elaine Luria: 757-364-7650 and tell them to oppose Pelosi’s socialist spending spree.

❌ Largest tax increase in more than 50 years

❌ Higher taxes on millions of small businesses

❌ Decreased wages and household income

❌ Rising costs for household goods like gas & groceries. "
ChallengesFacingRenewableEnergy	Birds need your help. Join Audubon as we fight to stop massive giveaway of public lands in Alaska that are home to three national parks and five wildlife refuges. We need to preserve traditional land uses and conserve wildlife habitat, not destroy it.
TackleClimateChange	Miami’s strongest tool against sea level rise? Nature itself. These community and business leaders explain why the Army Corps of Engineers needs to prioritize oyster reefs and mangroves over seawalls as a solution to protect communities, while preserving the Sunshine State’s unique culture, pristine ecosystems and economy. #KeepingFloridaFlorida. 
LegislatorsMustActAgainstClimateChange	Regardless of what party you belong to, this is absolute power - Vote to for Balance - Vote Row B or E. 
AdvocateForGreenEnergy	As part of BGE's Path to Clean, we are committed to electrifying 50% of our vehicle fleet by 2030 as we work to achieve net-zero operations-driven emissions by 2050. By leaning into innovative technology, we're using car-top solar panels to extend driving time along with special batteries to reduce truck emissions when large vehicles are idling. Learn more at bge.com/pathtoclean. #PathToClean. 
OilAndGasExtractionRisks	The Illinois Petroleum Resources Board (IPRB) provides public outreach and educational materials to increase awareness about the importance of the Illinois oil production industry and oil and natural gas to everyday life. Check out our latest newsletter for a roundup of our efforts in 2021!
AgencyToStopClimateChange	King Ned wants to increase his power and force our kids to wear masks in schools. Sign the petition to stop him >>. 
PoliticalActivismForRenewableEnergy	Help make a difference for your co-op and community by joining VCP today! Speak up about the issues that matter to you and are impacting your community! Signing up is as easy as clicking here 👉🏼  voicesforcooperativepower.com/register. 
TackleClimateChange	Oregon Trail Electric Cooperative is helping transform a small rural community by tackling the affordable housing crunch. In John Day, Oregon, a new effort has brought the community together to build 3-D printed houses. Learn more about the cooperative difference for this community. #Voices4CoopPower. 
AntiWoke	Technology can reliably and cleanly deliver renewable natural gas and hydrogen through existing natural gas infrastructure. 
TackleClimateChange	With another hurricane season upon us, we are reminded of the role we play as individual Texans when it comes to preparing for and recovering from a storm. Every Texan can help themselves and their neighbors by maintaining normal routines and not overbuying fuel before or after a storm. #HurricaneReady. 
AntiTax	Clean energy development creates jobs and helps fight climate change. Find out how Albany County can do its part, and how you can help.
AgencyToStopClimateChange	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Charlie Kirk, Poplitics with Alex Clark, Human Events with Jack Posobiec & Freedom Seeds with Isabel Brown  

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Charlie Kirk, Benny Johnson & Alex Marlow as they break down what’s happening across the movement.

Hour 3: Tune into Reloaded with Paige Roux as she dismantles lies about the Second Amendment and Breakaway with Jon Root.

Twitter: 
Watch TPUSA LIVE NOW! Watch daily shows, live in-studio content from TPUSA HQ featuring Charlie Kirk, Benny Johnson & Alex Marlow and watch today’s weekly shows, Reloaded with @somechick1776 and Breakaway with @JonnyRoot_ . Tune in every weekday starting at 5 PM ET / 2 PM PT."
CallsToInvestInRenewableEnergy	"Supporters and Donors,

It is time to finish the hand.  Over the last 18 months we have been working non-stop to prepare for this very moment.  

The 2021 State General Election is literally weeks away, and now is where the rubber meets the road.  Over the past four years, thanks to your dominations, we have been able to stop gun bans, defeat anti-gun radicals in both the primary and general elections, but the real challenge is coming the first week of November.

And that is why I am writing you today.

Thanks to your generous donations and support, we have been extremely successful.  Not only have we won legislative fights, but we have trained over 1,000 fellow patriots in targeted districts for the 2021 State Election.  

But now the right battle begins.  If we hope to rip the Richmond Radicals from Power, we need more ammunition.  Your donations have brought us this far, but without additional resources we may indeed lose. I am personally asking for your increased support right now.

Millions of out of state, gun grabbing dollars are flowing into races around Virginia, planning to finish their efforts to finally destroy liberty, freedom and the right to keep and bear arms.  

But we are ready to fight them.  We have the trained and motivated volunteers.   We have the districts narrowed down to those we can fight and win.  We just need the ammunition to fight.  

So I am asking each of your to click here and donate whatever you can to our final push to Restore Virginia Now.

https://donorbox.org/restore-virginia-now

With your donations, we can swing into action in districts where we have candidates who have pledged to-

 Roll back every single anti-gun piece of legislation passed by the Richmond Radicals these past two years

Stop executive and bureaucratic power grabs that  have completely violated the State Constitution and stop forced lockdowns, masking and forced vaccination

Pass School Choice and break the government monopoly on education

Pass Constitutional Carry

Reduce regulations and make Virginia free again.

But we can only fight with your help.

I thank you for all you have already done.  Our success has only been because of your support.  But the biggest fight comes in November.

With your donations we can roll out tens of thousands of direct mail pieces, hundreds of thousands of telephone calls, texts and emails, and work social media to be sure that champions for Virginia take out the gun grabbing, power hungry socialists and restore Virginia.  

So please click here to donate,  the future of Virginia depends on it!

https://donorbox.org/restore-virginia-now

I have often said that if we are waiting on a politician to save us, we have already lost.  Over the next two and a half months, I and my team will be working with everything we have to win in November.  

Can we count on you to help us?
 

In Liberty,

S. Chris Anders
Director
Virginia Constitutional Conservatives

PS- The radical left is funded by millions of out-of-state dollars. We however, rely on donors such as yourself to fund our efforts to not only keep a close eye on the Criminal Minds, but also to smack down and defeat any and all of their hairbrained schemes. 

Will you help us? 

Know that no matter how much you donate, every dime will be used to stop the Richmond Radicals and Restore Virginia.  Please click here to arm our volunteers with the donations they need to fight and win.

https://donorbox.org/restore-virginia-now. "
ProtectFromHarmsCausedByFossilFuels	"On July 28, one of our drivers reported #oiltheft at Frank's Pizza & Restaurant in Sparta, NJ, where this Buffalo Biodiesel vat had been broken into and robbed by thieves, who left it in the condition shown here. Buffalo Biodiesel recycles the used cooking oil to make energy-efficient biofuel—instead, it’s being targeted by interstate organized crime groups for illegal profit. If you witness or have information about an oil theft at one of our vats, please call 911 and then report the theft to us at 1-800-721-1427.
Daily Voice Morris And Sussex County News 12 New Jersey  NorthJersey.com  The Star-Ledger  NJ.com  NJ Spotlight News  ABC7NY  CBS New York  Daily Record. "
OilAndGasExtractionRisks	"🇮🇱 Zion Oil & Gas on your TV *tomorrow night*

Zion Oil & Gas will be highlighted on ""Insights: Israel & The Middle East"" broadcast on TBN Thursday Night (June 24) at 9:30p ET / 8:30p CT / 7:30p MT / 6:30p PT.

Learn more: https://www.zionoil.com/updates/zion-oil-gas-on-your-tv-thursday-night-june-24/. "
